"A recursion-based broadcast paradigm in wormhole routed networks,""X. Zhuang";" V. Liberatore"",""College of Computing, Georgia Institute of Technology, Atlanta, GA, USA";" Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2005"",""2005"",""16"",""11"",""1034"",""1052"",""A novel broadcast technique for wormhole-routed parallel computers based on recursion is presented in this paper. It works by partitioning the interconnection graph into a number of higher-level subgraphs. Then, we identify the transmission subgraph (TSG) in each subgraph. Both the higher-level subgraphs and the TSGs are recursively defined, i.e., we split each level i subgraph into several level i+1 subgraphs and identify-level i+1 TSGs accordingly. We first split and scatter the source message into the TSG of the original graph. Next, in each recursive round message transmissions are from lower-level TSGs to higher-level TSGs and all transmissions at the same level happen concurrently. The algorithm proceeds recursively from lower-level subgraphs to higher level subgraphs until each highest-level subgraph (a single node) gets the complete message. We have applied this general paradigm to a number of topologies including two or higher dimension mesh/torus and hypercube. Our results show considerable improvements over all other algorithms for a wide range of message sizes under both one-port and all-port models."",""1558-2183"","""",""10.1109/TPDS.2005.129"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514432"",""Hypercube";massive parallel computer;mesh;one-to-all broadcast;parallel processing;torus;"wormhole routing."",""Broadcasting";Intelligent networks;Routing;Concurrent computing;Scattering;Partitioning algorithms;Delay;Topology;Hypercubes;"High performance computing"","""",""9"","""",""27"",""IEEE"",""3 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"A spatiotemporal communication protocol for wireless sensor networks,""T. He"; J. A. Stankovic; T. F. Abdelzaher;" C. Lu"",""Department of Computer Science, University of Virginia, Charlottesville, VA, USA"; Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science and Engineering, Washington University, Saint Louis, MO, USA;" Department of Computer Science, University of Virginia, Charlottesville, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2005"",""2005"",""16"",""10"",""995"",""1006"",""In this paper, we present a spatiotemporal communication protocol for sensor networks, called SPEED. SPEED is specifically tailored to be a localized algorithm with minimal control overhead. End-to-end soft real-time communication is achieved by maintaining a desired delivery speed across the sensor network through a novel combination of feedback control and nondeterministic geographic forwarding. SPEED is a highly efficient and scalable protocol for sensor networks where the resources of each node are scarce. Theoretical analysis, simulation experiments, and a real implementation on Berkeley motes are provided to validate the claims."",""1558-2183"","""",""10.1109/TPDS.2005.116"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501810"",""Wireless sensor networks";routing;real-time;spatiotemporal;"geographic forwarding."",""Spatiotemporal phenomena";Wireless application protocol;Wireless sensor networks;Routing;Feedback control;Delay;Floods;Communication system control;"Analytical models"","""",""174"",""2"",""22"",""IEEE"",""29 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"A theory for deadlock-free dynamic network reconfiguration. Part I,""J. Duato"; O. Lysne; R. Pang;" T. M. Pinkston"",""DISCA, Universidad Politécnica de Valencia, Valencia, Spain"; Simula Research Laboratory, Lysaker, Norway; Computer Science Department, Princeton University, Princeton, NJ, USA;" Computer Engineering Division, Electrical Engineering Department, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Apr 2005"",""2005"",""16"",""5"",""412"",""427"",""This paper develops theoretical support useful for determining deadlock properties of dynamic network reconfiguration techniques and also serves as a basis for the development of design methodologies useful for deriving deadlock-free reconfiguration techniques. It is applicable to interconnection networks typically used in multiprocessor servers, network-based computing clusters, and distributed storage systems, and also has potential application to system-on-chip networks. This theory builds on basic principles established by previous theories while pioneering new concepts fundamental to the case of dynamic network reconfiguration."",""1558-2183"","""",""10.1109/TPDS.2005.58"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1411730"",""Interconnection network";dynamic reconfiguration;deadlock-freedom theory;"system reliability and availability."",""System recovery";Routing;Switches;Network servers;Reliability;Availability;Design methodology;Multiprocessor interconnection networks;Computer networks;"Distributed computing"","""",""34"","""",""17"",""IEEE"",""4 Apr 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"A two-level directory architecture for highly scalable cc-NUMA multiprocessors,""M. E. Acacio"; J. Gonzalez; J. M. Garcia;" J. Duato"",""Departamento de Ingeniería y Technología, Facultad de Informática, Universidad de Murcia, Murcia, Spain"; Intel Labs Barcelona, Intel Barcelona Research Center, Barcelona, Spain; Departamento de Ingeniería y Technología, Facultad de Informática, Universidad de Murcia, Murcia, Spain;" The Departmento de Informatica de Sistemas y Computadores, Universidad Politécnica de Valencia, Valencia, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""17 Jan 2005"",""2005"",""16"",""1"",""67"",""79"",""One important issue the designer of a scalable shared-memory multiprocessor must deal with is the amount of extra memory required to store the directory information. It is desirable that the directory memory overhead be kept as low as possible, and that it scales very slowly with the size of the machine. Unfortunately, current directory architectures provide scalability at the expense of performance. This work presents a scalable directory architecture that significantly reduces the size of the directory for large-scale configurations of a multiprocessor without degrading performance. First, we propose multilayer clustering as an effective approach to reduce the width of directory entries. Based on this concept, we derive three new compressed sharing codes, some of them with a space complexity of O(log/sub 2/(log/sub 2/(N))) for an N-node system. Then, we present a novel two-level directory architecture to eliminate the penalty caused by compressed directories in general. The proposed organization consists of a small full-map first-level directory (which provides precise information for the most recently referenced lines) and a compressed second-level directory (which provides in-excess information for all the lines). The proposals are evaluated based on extensive execution-driven simulations (using RSIM) of a 64-node cc-NUMA multiprocessor. Results demonstrate that a system with a two-level directory architecture achieves the same performance as a multiprocessor with a big and nonscalable full-map directory, with a very significant reduction of the memory overhead."",""1558-2183"","""",""10.1109/TPDS.2005.4"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1363753"",""Scalability";directory memory overhead;two-level directory architecture;compressed sharing codes;unnecessary coherence messages;"cc-NUMA multiprocessor."",""Protocols";Broadcasting;Bandwidth;Computer architecture;Computer Society;Scalability;Large-scale systems;Degradation;Nonhomogeneous media;"Proposals"","""",""35"","""",""34"",""IEEE"",""17 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"Adaptive divisible load scheduling strategies for workstation clusters with unknown network resources,""D. Ghose"; Hyoung Joong Kim;" Tae Hoon Kim"",""Guidance Control and Decision Systems Laboratory, Department of AeroSpace Engineering, Indian Institute of Science, Bangalore, India"; Department of Control & Instrumentation Engineering, Kangwon University, Chuncheon, South Korea;" Department of Control & Instrumentation Engineering, Kangwon University, Chuncheon, South Korea"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2005"",""2005"",""16"",""10"",""897"",""907"",""Conventional divisible load scheduling algorithms attempt to achieve optimal partitioning of massive loads to be distributed among processors in a distributed computing system in the presence of communication delays in the network. However, these algorithms depend strongly upon the assumption of prior knowledge of network parameters and cannot handle variations or lack of information about these parameters. In this paper, we present an adaptive strategy that estimates network parameter values using a probing technique and use them to obtain optimal load partitioning. Three algorithms, based on the same strategy, are presented in the paper, incorporating the ability to cope with unknown network parameters. Several illustrative numerical examples are given. Finally, we implement the adaptive algorithms on an actual network of processor nodes using MPI implementation and demonstrate the feasibility of the adaptive approach."",""1558-2183"","""",""10.1109/TPDS.2005.117"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501802"",""Scheduling and task partitioning";divisible loads;distributed applications;workstations;"multiprocessor systems."",""Adaptive scheduling";Workstations;Processor scheduling;Distributed computing;Partitioning algorithms;Performance analysis;Delay effects;Load modeling;Distribution strategy;"Scheduling algorithm"","""",""38"","""",""23"",""IEEE"",""29 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Adaptive parallel job scheduling with flexible coscheduling,""E. Frachtenberg"; G. Feitelson; F. Petrini;" J. Fernandez"",""CCS-3 Modeling, Algorithms, and Informatics Group, Computer and Computational Sciences Division, Los Alamos National Laboratory, Los Alamos, NM, USA"; School of Computer Science and Engineering, Hebrew University, Jerusalem, Israel; CCS-3 Modeling, Algorithms, and Informatics Group, Computer and Computational Sciences Division, Los Alamos National Laboratory, Los Alamos, NM, USA;" Departamento de Ingenieriá y Tecnologiá de Computadores, Facultad de Informatica, Universidad de Murcia, Murcia, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2005"",""2005"",""16"",""11"",""1066"",""1077"",""Many scientific and high-performance computing applications consist of multiple processes running on different processors that communicate frequently. Because of their synchronization needs, these applications can suffer severe performance penalties if their processes are not all coscheduled to run together. Two common approaches to coscheduling jobs are batch scheduling, wherein nodes are dedicated for the duration of the run, and gang scheduling, wherein time slicing is coordinated across processors. Both work well when jobs are load-balanced and make use of the entire parallel machine. However, these conditions are rarely met and most realistic workloads consequently suffer from both internal and external fragmentation, in which resources and processors are left idle because jobs cannot be packed with perfect efficiency. This situation leads to reduced utilization and suboptimal performance. Flexible coscheduling (FCS) addresses this problem by monitoring each job's computation granularity and communication pattern and scheduling jobs based on their synchronization and load-balancing requirements. In particular, jobs that do not require stringent synchronization are identified, and are not coscheduled";" instead, these processes are used to reduce fragmentation. FCS has been fully implemented on top of the STORM resource manager on a 256-processor alpha cluster and compared to batch, gang, and implicit coscheduling algorithms. This paper describes in detail the implementation of FCS and its performance evaluation with a variety of workloads, including large-scale benchmarks, scientific applications, and dynamic workloads. The experimental results show that FCS saturates at higher loads than other algorithms (up to 54 percent higher in some cases), and displays lower response times and slowdown than the other algorithms in nearly all scenarios."",""1558-2183"","""",""10.1109/TPDS.2005.130"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514434"",""Cluster computing";load balancing;job scheduling;gang scheduling;parallel architectures;"flexible coscheduling."",""Adaptive scheduling";Processor scheduling;Clustering algorithms;Computer applications;Parallel machines;Storms;Resource management;Large-scale systems;Displays;"Delay"","""",""33"",""2"",""25"",""IEEE"",""3 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Agent-based load balancing on homogeneous minigrids: macroscopic modeling and characterization,""Jiming Liu"; Xiaolong Jin;" Yuanshi Wang"",""Department of Computer Science, Hong Kong Baptist University, Kowloon, Hong Kong, China"; Department of Computer Science, Hong Kong Baptist University, Kowloon, Hong Kong, China;" School of Mathematics and Computational Science, Zhongshan University, Guangzhou, China"",""IEEE Transactions on Parallel and Distributed Systems"",""31 May 2005"",""2005"",""16"",""7"",""586"",""598"",""In this paper, we present a macroscopic-characterization of agent-based load balancing in homogeneous minigrid environments. The agent-based load balancing is regarded as agent distribution from a macroscopic point of view. We study two quantities on minigrids: the number and size of teams where agents (tasks) queue. In macroscopic modeling, the load balancing mechanism is characterized using differential equations. We show that the load balancing we concern always converges to a steady state. Furthermore, we show that load balancing with different initial distributions converges to the same steady state gradually. Also, we prove that the steady state becomes an even distribution if and only if agents have complete knowledge about agent teams on minigrids. Utility gains and efficiency are introduced to measure the quality of load balancing. Through numerical simulations, we discuss the utility gains and efficiency of load balancing in different cases and give a series of analysis. In order to maximize the utility gain and the efficiency, we theoretically study the optimization of agents' strategies. Finally, in order to validate our proposed agent- based load balancing mechanism, we develop a computing platform, called simulation system for grid task distribution (SSGTD). Through experimentation, we note that our experimental results in general confirm our theoretical proofs and numerical simulation results from the proposed equation system. In addition, we find a very interesting phenomenon, that is, agent-based load balancing mechanism is topology-independent."",""1558-2183"","""",""10.1109/TPDS.2005.76"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435337"",""Homogeneous minigrids";load balancing;task distribution;agents;macroscopic modeling;steady states;convergence;"grid simulation."",""Load management";Grid computing;Processor scheduling;Resource management;Steady-state;Biology computing;Numerical simulation;Distributed computing;Computational modeling;"Biological system modeling"","""",""47"",""1"",""42"",""IEEE"",""31 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"Allocating fragments in distributed databases,""S. Menon"",""School of Management, University of Texas, Dallas, Richardson, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 May 2005"",""2005"",""16"",""7"",""577"",""585"",""For a distributed database system to function efficiently, the fragments of the database need to be located, judiciously at various sites across the relevant communications network. The problem of allocating these fragments to the most appropriate sites is a difficult one to solve, however, with most approaches available relying on heuristic techniques. Optimal approaches are usually based on mathematical programming, and formulations available for this problem are based on the linearization of nonlinear binary integer programs and have been observed to be ineffective except on very small problems. This paper presents new integer programming formulations for the nonredundant version of the fragment allocation problem. This formulation is extended to address problems which have both storage and processing capacity constraints";" the approach is observed to be particularly effective in the presence of capacity restrictions. Extensive computational tests conducted over a variety of parameter values indicate that the reformulations are very effective even on relatively large problems, thereby reducing the need for heuristic approaches."",""1558-2183"","""",""10.1109/TPDS.2005.77"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435336"",""Distributed databases";nonredundant allocation;"reformulation."",""Distributed databases";Machine learning algorithms;Database systems;Communication networks;Linear programming;Transaction databases;Costs;Delay;Concurrent computing;"Genetics"","""",""32"","""",""31"",""IEEE"",""31 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"An analysis of EDF schedulability on a multiprocessor,""T. P. Baker"",""Department of Computer Science, Florida State University, Tallahassee, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2005"",""2005"",""16"",""8"",""760"",""768"",""A new schedulability test is derived for preemptive deadline scheduling of periodic or sporadic real-time tasks on a single-queue m-server system. The new test allows the task deadline to be more or less than the task period, and is based on a new analysis concept, called a /spl mu/-busy interval. This generalizes a result of Goossens et al. [2003] that a system of periodic tasks with maximum individual task utilization u/sub max/ is EDF-schedulable on m processors if the total utilization does not exceed m(1 /sup max/)+u/sub max/. The new test allows the analysis of hybrid EDF-US [x] scheduling, and the conclusion that EDF-US[1/2] is optimal, with a guaranteed worst-case schedulable utilization of (m +1)/2."",""1558-2183"","""",""10.1109/TPDS.2005.88"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1458691"",""Multiprocessor systems";real-time scheduling;deadline scheduling;earliest deadline first;utilization;feasibility;"multiprocessor scheduling."",""Processor scheduling";System testing;Real time systems;Multiprocessing systems;"Scheduling algorithm"","""",""115"","""",""19"",""IEEE"",""27 Jun 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"An analytical approach to providing controllable differentiated quality of service in Web servers,""M. M. Rashid"; A. S. Alfa; E. Hossain;" M. Maheswaran"",""Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, BC, Canada"; Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, MAN, Canada; Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, MAN, Canada;" School of Computer Science, McGill University, Montreal, QUE, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2005"",""2005"",""16"",""11"",""1022"",""1033"",""Provisioning quality of service (QoS) in Web servers has gained immense importance because Web servers are a major part of the Internet. To deliver the pledged QoS, Web service providers need control over the allocation of the resources in their Web servers. Control is also necessary for reaching the optimal resource allocation through proper service differentiation. In this paper, we propose and investigate an analytic approach that enables the service providers to deploy a differentiated service policy that offers this control. The proposed service policy is configurable by tunable control parameters. We devise the relationships between the performance measures and these parameters by adopting a unique queuing theoretic approach. Once these relationships are established, we describe how these parameters can be set to their most appropriate values depending on the objectives of the service providers. We illustrate the usefulness of our approach by conducting the analysis on a real Web trace."",""1558-2183"","""",""10.1109/TPDS.2005.131"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514431"",""Web servers";quality of service;threshold-based;multiclass;"matrix-geometric method."",""Quality of service";Web server;Resource management;Web services;Queueing analysis;Web and internet services;Optimal control;Organizational aspects;Pricing;"Scheduling"","""",""8"",""12"",""32"",""IEEE"",""3 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"An energy-efficient slack distribution technique for multimode distributed real-time embedded systems,""R. N. Mahapatra";" W. Zhao"",""Department of Computer Science, Texas A and M University, College Station, TX, USA";" Office of Vice President for Research, Texas A and M University, College Station, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 May 2005"",""2005"",""16"",""7"",""650"",""662"",""In multimode distributed systems, active task sets are assigned to their distributed components for realizing one or more functions. Many of these systems encounter runtime task variations at the input and across the system while processing their tasks in real time. Very few efforts have been made to address energy efficient scheduling in these types of distributed systems. In this paper, we propose an analytical model for energy efficient scheduling in distributed real-time embedded systems to handle time-varying task inputs. A new slack distribution scheme is introduced and adopted during the schedule of the task sets in the system. The slack distribution is made according to the service demand at the nodes which affects the energy consumption in the system. The active component at a node periodically determines the service rate and applies voltage scaling according to the dynamic traffic condition observed at various network nodes. The proposed approach uses a comprehensive traffic description function at nodes and provides adequate information about the worst-case traffic behavior anywhere in the distributed network, thereby enhancing the system power management capabilities. We evaluate the proposed technique using several benchmarks employing an event driven simulator and demonstrate its performance for multimode applications. Experimental results indicate significant energy savings in various examples and case studies."",""1558-2183"","""",""10.1109/TPDS.2005.78"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435342"",""Multimode";traffic descriptor;slack management;service rate;"low-power."",""Energy efficiency";Real time systems;Embedded system;Telecommunication traffic;Traffic control;Analytical models;Time varying systems;Energy consumption;Dynamic voltage scaling;"Energy management"","""",""26"",""4"",""18"",""IEEE"",""31 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"An instruction-level distributed processor for symmetric-key cryptography,""A. J. Elbirt";" C. Paar"",""Electrical and Computer Engineering Department, University of Massachusetts, Lowell, Lowell, MA, USA";" Department of Electrical Engineering and Information Sciences, Ruhr University of Bochum, Bochum, Germany"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Apr 2005"",""2005"",""16"",""5"",""468"",""480"",""Efficient implementation of block ciphers is critical toward achieving both high security and high-speed processing. Numerous block ciphers have been proposed and implemented, using a wide and varied range of functional operations. Existing architectures such as microcontrollers do not provide this broad range of support. Therefore, we will present a hardware architecture that achieves efficient block cipher implementation while maintaining flexibility through reconfiguration. In an effort to achieve such a hardware architecture, a study of a wide range of block ciphers was undertaken to develop an understanding of the functional requirements of each algorithm. This study led to the development of COBRA, a reconfigurable architecture for the efficient implementation of block ciphers. A detailed discussion of the top-level architecture, interconnection scheme, and underlying elements of the architecture will be provided. System configuration and on-the-fly reconfiguration will be analyzed, and from this analysis, it will be demonstrated that the COBRA architecture satisfies the requirements for achieving efficient implementation of a wide range of block ciphers that meet the 622 Mbps ATM network encryption throughput requirement."",""1558-2183"","""",""10.1109/TPDS.2005.51"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1411734"",""Cryptography";algorithm-agility;FPGA;block cipher;"VHDL."",""Cryptography";Hardware;Throughput;Public key;Information security;Data security;Digital signatures;Virtual private networks;Asynchronous transfer mode;"Microcontrollers"","""",""43"",""3"",""52"",""IEEE"",""4 Apr 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
