"1997 Index IEEE Transactions on Parallel And Vol. 8,"""",,""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1301"",""1312"",""This index covers all technical items - papers, correspondence, reviews, etc. - that appeared in this periodical during the year, and items from previous years that were commented upon or corrected in this year. Departments and other items may also be covered if they have been judged to have archival value. The Author Index contains the primary entry for each item, listed under the first author's name. The primary entry includes the co-authors' names, the title of the paper or other item, and its location, specified by the publication abbreviation, year, month, and inclusive pagination. The Subject Index contains entries describing the item under all appropriate subject headings, plus the first author's name, the publication abbreviation, month, and year, and inclusive pages. Note that the item title is found only under the primary entry in the Author Index."",""1558-2183"","""",""10.1109/TPDS.1997.640023"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640023"","""","""","""","""","""","""",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"A prioritized multiprocessor spin lock,""T. Johnson";" K. Harathi"",""AT and T Research Laboratories, Florham Park, NJ, USA";" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""926"",""933"",""In this paper, we present the PR lock, a prioritized spin lock mutual exclusion algorithm. The PR lock is a contention-free spin lock, in which blocked processes spin on locally stored or cached variables. In contrast to previous work on prioritized spin locks, our algorithm maintains a pointer to the lock holder. As a result, our spin lock can support operations on the lock holder (e.g., for abort ceiling protocols). Unlike previous algorithms, all work to maintain a priority queue is done while a process acquires a lock when it is blocked anyway. Releasing a lock is a constant time operation. We present simulation results that demonstrate the prioritized acquisition of locks, and compare the performance of the PR lock against that of the best alternative prioritized spin lock."",""1558-2183"","""",""10.1109/71.615438"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615438"","""",""Real time systems";Dynamic scheduling;Access protocols;Tail;Parallel processing;Testing;Content addressable storage;Kernel;"Scheduling algorithm"","""",""9"",""5"",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"A scalable multibus configuration for connecting transputer links,""M. Adda"",""American International University in London, Surrey, UK"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""3"",""245"",""253"",""The paper presents the development and the performance of a novel bus based message passing interconnection scheme which can be used to join a large number of INMOS transputers via their serial communication links. The main feature of this architecture is that it avoids the communication overhead which occurs in systems where processing nodes relay communications to their neighbors. It also produces a flexible and scalable machine whose attractive characteristics are its simplicity and low latency for large configurations. We show that this architecture is free from deadlock, exhibits much smaller latency than most directly connected transputer networks and has a scalable bandwidth, in contrast to other bus topologies."",""1558-2183"","""",""10.1109/71.584090"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=584090"","""",""Joining processes";Message passing;Delay;Network topology;Memory architecture;Computer architecture;System recovery;Scalability;Parallel processing;"Image processing"","""",""2"","""",""26"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"A shortest path routing algorithm for incomplete WK-recursive networks,""Ming-Yang Su"; Gen-Huey Chen;" Dyi-Rong Duh"",""Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan"; Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan;" Department of Computer Science and Information Engineering, National Chi Nan University, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""367"",""379"",""The WK-recursive networks own two structural advantages: expansibility and equal degree. A network is expansible if no changes to node configuration and link connection are necessary when it is expanded, and of equal degree if its nodes have the same degree no matter what the size is. However, the number of nodes contained in a WK-recursive network is restricted to d/sup t/, where d>1 is the size of the basic building block and t/spl ges/1 is the level of expansion. The incomplete WK-recursive networks, which were proposed to relieve this restriction, are allowed to contain an arbitrary number of basic building blocks, while presenting the advantages of the WK-recursive networks. Designing shortest-path routing algorithms for incomplete networks is in general more difficult than for complete networks. The reason is that most incomplete networks lack a unified representation. One of the contributions of this paper is to demonstrate a useful representation, i.e., the multistage graph representation, for the incomplete WK-recursive networks. On the basis of it, a shortest-path routing algorithm is then proposed. With O(d/spl middot/t) time preprocessing, this algorithm takes O(t) time for each intermediate node to determine the next node along the shortest path."",""1558-2183"","""",""10.1109/71.588608"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588608"","""",""Routing";Algorithm design and analysis;Multiprocessor interconnection networks;Costs;Manufacturing;Very large scale integration;Prototypes;Hypercubes;"Degradation"","""",""13"","""",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"A simple Voronoi diagram algorithm for a reconfigurable mesh,""H. ElGindy";" L. Wetherall"",""Department of Computer Science, University of Newcastle, NSW, Australia";" Computer Systems Australia, Lambton, NSW, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""11"",""1133"",""1142"",""In this paper, we introduce a simple and efficient algorithm for computing the Voronoi Diagram for n planar points on a reconfigurable mesh of size O(n)/spl times/O(n). The algorithm has a worst case running of O(log n log log n) time. The algorithm exploits the O(1) communication diameter of the reconfigurable mesh model to implement efficient load balancing."",""1558-2183"","""",""10.1109/71.642948"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=642948"","""",""Switches";Partitioning algorithms;Load management;Concurrent computing;Computational modeling;Communication system control;Communication switching;Australia;Broadcasting;"Region 5"","""",""3"","""",""35"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"A survey of recoverable distributed shared virtual memory systems,""C. Morin";" I. Puaut"",""INRIA, France";" INSA-IRISA, Rennes, France"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""959"",""969"",""Distributed Shared Virtual Memory (DSVM) systems provide a shared memory abstraction on distributed memory architectures. Such systems ease parallel application programming because the shared-memory programming model is often more natural than the message-passing paradigm. However, the probability of failure of a DSVM increases with the number of sites. Thus, fault tolerance mechanisms must be implemented in order to allow processes to continue their execution in the event of a failure. This paper gives an overview of recoverable DSVMs (RDSVMs) that provide a checkpointing mechanism to restart parallel computations in the event of a site failure."",""1558-2183"","""",""10.1109/71.615441"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615441"","""",""Checkpointing";Memory architecture;Fault tolerance;Bit error rate;Parallel programming;Concurrent computing;Hardware;Read-write memory;Programming profession;"Writing"","""",""47"",""6"",""45"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"A theory of fault-tolerant routing in wormhole networks,""J. Duato"",""Facultad de Informática, Universidad Politécnica de Valencia, Valencia, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""790"",""802"",""Fault-tolerant systems aim at providing continuous operation in the presence of faults. Multicomputers rely on an interconnection network between processors to support the message-passing mechanism. Therefore, the reliability of the interconnection network is very important for the reliability of the whole system. This paper analyzes the effective redundancy available in a wormhole network by combining connectivity and deadlock freedom. Redundancy is defined at the channel level. We propose a sufficient condition for channel redundancy, also computing the set of redundant channels. The redundancy level of the network is also defined, proposing a theorem that supplies its value. This theory is developed on top of our necessary and sufficient condition for deadlock-free adaptive routing. The new theory also considers the failure of physical channels when virtual channels are used. Finally, we propose a methodology for the design of fault-tolerant routing algorithms, showing its application to n-dimensional meshes."",""1558-2183"","""",""10.1109/71.605766"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605766"","""",""Fault tolerance";Routing;Intelligent networks;Multiprocessor interconnection networks;Redundancy;Network topology;Fault tolerant systems;Algorithm design and analysis;Hypercubes;"System recovery"","""",""65"",""1"",""46"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"A unified architecture for the computation of B-spline curves and surfaces,""M. Gopi";" S. Manohar"",""North Carolina State University, Chapel Hill, NC, USA";" Supercomputer Education and Research Centre, Indian Institute of Science, Bangalore, India"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1275"",""1287"",""B-Splines, in general, and Non-Uniform Rational B-Splines (NURBS), in particular, have become indispensable modeling primitives in computer graphics and geometric modeling applications. In this paper, a novel high-performance architecture for the computation of uniform, nonuniform, rational, and nonrational B-Spline curves and surfaces is presented. This architecture has been derived through a sequence of steps. First, a systolic architecture for the computation of the basis function values, the basis function evaluation array (the BFEA), is developed. Using the BFEA as its core, an architecture for the computation of NURBS curves is constructed. This architecture is then extended to compute NURBS surfaces. Finally, this architecture is augmented to compute the surface normals, so that the output from this architecture can be directly used for rendering the NURBS surface."",""1558-2183"","""",""10.1109/71.640020"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640020"","""",""Computer architecture";Spline;Computer graphics;Surface topography;Surface reconstruction;Workstations;Solid modeling;Pipeline processing;Hardware;"Application software"","""",""18"","""",""26"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Accounting for memory bank contention and delay in high-bandwidth multiprocessors,""G. E. Blelloch"; P. B. Gibbons; Y. Matias;" M. Zagha"",""School of Computer Science, Carnegie Mellon University, Pittsburgh, PA, USA"; Bell Laboratories, Lucent Technologies, Inc., Murray Hill, NJ, USA; Department of Computer Science, Tel-Aviv University, Tel-Aviv, Israel;" Silicon Graphics, Inc., Mountain View, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""943"",""958"",""For years, the computation rate of processors has been much faster than the access rate of memory banks, and this divergence in speeds has been constantly increasing in recent years. As a result, several shared-memory multiprocessors consist of more memory banks than processors. The object of this paper is to provide a simple model (with only a few parameters) for the design and analysis of irregular parallel algorithms that will give a reasonable characterization of performance on such machines. For this purpose, we extend Valiant's bulk-synchronous parallel (BSP) model with two parameters: a parameter for memory bank delay, the minimum time for servicing requests at a bank, and a parameter for memory bank expansion, the ratio of the number of banks to the number of processors. We call this model the (d, x)BSP. We show experimentally that the (d, x)-BSP captures the impact of bank contention and delay on the CRAY C90 and J90 for irregular access patterns, without modeling machine-specific details of these machines. The model has clarified the performance characteristics of several unstructured algorithms on the CRAY C90 and J90, and allowed us to explore tradeoffs and optimizations for these algorithms. In addition to modeling individual algorithms directly, we also consider the use of the (d, x)-BSP as a bridging model for emulating a very high-level abstract model, the Parallel Random Access Machine (PRAM). We provide matching upper and lower bounds for emulating the EREW and QRQW PRAMs on the (d, X)-BSP."",""1558-2183"","""",""10.1109/71.615440"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615440"","""",""Algorithm design and analysis";Performance analysis;Parallel algorithms;Phase change random access memory;Parallel machines;Bandwidth;Delay effects;Multiprocessor interconnection networks;Network topology;"Sorting"","""",""16"",""1"",""55"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Adaptively scheduling parallel loops in distributed shared-memory systems,""Yong Yan"; Canming Jin;" Xiaodong Zhang"",""High Performance Computing and Software Laboratory, University of Texas, San Antonio, San Antonio, TX, USA"; InterVoice, Inc., Dallas, TX, USA;" High Performance Computing and Software Laboratory, University of Texas, San Antonio, San Antonio, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""1"",""70"",""81"",""Using runtime information of load distributions and processor affinity, the authors propose an adaptive scheduling algorithm and its variations from different control mechanisms. The proposed algorithm applies different degrees of aggressiveness to adjust loop scheduling granularities, aiming at improving the execution performance of parallel loops by making scheduling decisions that match the real workload distributions at runtime. They experimentally compared the performance of the algorithm and its variations with several existing scheduling algorithms on two parallel machines: the KSR-1 and the Convex Exemplar. The kernel application programs used for performance evaluation were carefully selected for different classes of parallel loops. The results show that using runtime information to adaptively adjust scheduling granularity is an effective way to handle loops with a wide range of load distributions when no prior knowledge of the execution can be used. The overhead caused by collecting runtime information is insignificant in comparison with the performance improvement. The experiments show that the adaptive algorithm and its five variations outperformed the existing scheduling algorithms."",""1558-2183"","""",""10.1109/71.569656"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=569656"","""",""Scheduling algorithm";Processor scheduling;Runtime;Dynamic scheduling;Heuristic algorithms;Adaptive scheduling;Control systems;Parallel machines;Kernel;"Adaptive algorithm"","""",""39"","""",""11"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Algorithmic mapping of feedforward neural networks onto multiple bus systems,""A. El-Amawy";" P. Kulasinghe"",""Department of Electrical and Computer Engineering, Louisiana State University, Baton Rouge, LA, USA";" Department of Electrical and Computer Engineering, Clarkson University, Potsdam, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""2"",""130"",""136"",""This paper addresses the problem of mapping a feedforward ANN onto a multiple bus system, MBS, with p processors and b buses so as to minimize the total execution time. We present an algorithm which assigns the nodes of a given computational layer (c-layer) to processors such that the computation lower bound [N/sup l//p]t/sub p//sup l/ and the communication lower bound [N/sup l//b]t/sub c/ are achieved simultaneously, where N/sup l/ is the number of nodes in the mapped c-layer l and t/sub p//sup l/ and t/sub c/ are the computation and communication times, respectively, associated with a node in the layer. When computation and communication are not overlapped, we show that the optimal number of processors needed is either 1 or p, depending on the ratio t/sub p//sup l//t/sub c/. When computation and communication are overlapped, we show that the optimal number of processors needed is either 1 or ([t/sub p//sup l//t/sub c/])b. We show that there is a unique arrangement of interfaces such that the total number of interfaces is minimum and the optimal time is reached. Finally, we compare the relative merits of the MBS simulating ANNs over the recently introduced checkerboarding scheme."",""1558-2183"","""",""10.1109/71.577255"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577255"","""",""Neural networks";Feedforward neural networks;Artificial neural networks;Computational modeling;Concurrent computing;Broadcasting;Hypercubes;Partitioning algorithms;Computer networks;"Parallel architectures"","""",""7"","""",""15"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Allocating task interaction graphs to processors in heterogeneous networks,""Chi-Chung Hui";" S. T. Chanson"",""Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong, China";" Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""908"",""925"",""The problem of allocating task interaction graphs (TIGs) to heterogeneous computing systems to minimize job completion time is investigated. The only restriction is that the interprocessor communication cost is the same for any pair of processors. This is suitable for local area network based systems, such as Ethernet, as well as fully interconnected multiprocessor systems. An optimal polynomial solution exists if sufficient homogeneous processors and communication capacity are available. This solution is generalized to obtain two faster heuristics, one for the case of homogeneous processors and the other for heterogeneous processors. The heuristics were tested extensively with 60,900 systematically generated random TIGs and shown to be stable independent of the size of the TIG. A performance model is also proposed to predict the performance of the heuristic algorithms, and it is successful in explaining the experimental results qualitatively."",""1558-2183"","""",""10.1109/71.615437"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615437"","""",""Intelligent networks";Workstations;Local area networks;Predictive models;Computer networks;Costs;Ethernet networks;LAN interconnection;Polynomials;"Heuristic algorithms"","""",""42"","""",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"An effective processor allocation strategy for multiprogrammed shared-memory multiprocessors,""K. K. Yue";" D. J. Lilja"",""Sun MicroSystems, Inc.orporated, Palo Alto, CA, USA";" Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1246"",""1258"",""Existing techniques for sharing the processing resources in multiprogrammed shared-memory multiprocessors, such as time-sharing, space-sharing, and gang-scheduling, typically sacrifice the performance of individual parallel applications to improve overall system utilization. We present a new processor allocation technique called Loop-Level Process Control (LLPC) that dynamically adjusts the number of processors an application is allowed to use for the execution of each parallel section of code, based on the current system load. This approach exploits the maximum parallelism possible for each application without overloading the system. We implement our scheme on a Silicon Graphics Challenge multiprocessor system and evaluate its performance using applications from the Perfect Club benchmark suite and synthetic benchmarks. Our approach shows significant improvements over traditional time-sharing and gang-scheduling. It has performance comparable to, or slightly better than, static space-sharing, but our strategy is more robust since, unlike static space-sharing, it does not require a priori knowledge of the applications' parallelism characteristics."",""1558-2183"","""",""10.1109/71.640017"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640017"","""",""Time sharing computer systems";Multiprocessing systems;Process control;Processor scheduling;Operating systems;Parallel processing;Robustness;Resource management;Kelvin;"Silicon"","""",""8"",""19"",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"An efficient task allocation scheme for 2D mesh architectures,""Seong-Moo Yoo"; Hee Yong Youn;" B. Shirazi"",""Department of Computer Science, Columbus State University, Columbus, GA, USA"; Department of Computer Science and Engineering, University of Texas, Arlington, Arlington, TX, USA;" Department of Computer Science and Engineering, University of Texas, Arlington, Arlington, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""9"",""934"",""942"",""Efficient allocation of processors to incoming tasks in parallel computer systems is very important for achieving the desired high performance. It requires recognizing the free available processors with minimum overhead. In this paper, we present an efficient task allocation scheme for 2D mesh architectures. By employing a new approach for searching the mesh, our scheme can find the available submesh without scanning the entire mesh, unlike earlier designs. Comprehensive computer simulation reveals that the average allocation time and waiting delay are much smaller than earlier schemes of comparable performances, irrespective of the size of meshes and distribution of the shape of the incoming tasks."",""1558-2183"","""",""10.1109/71.615439"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=615439"","""",""Computer architecture";Computer simulation;Processor scheduling;Concurrent computing;Delay effects;Shape;Computer Society;High performance computing;Topology;"Distributed computing"","""",""44"",""2"",""18"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"An empirical evaluation of performance-memory trade-offs in time warp,""S. R. Das";" R. M. Fujimoto"",""Division of Computer Science, University of Texas, San Antonio, San Antonio, TX, USA";" College of Computing, Georgia Institute of Technology, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""2"",""210"",""224"",""The performance of the Time Warp mechanism is experimentally evaluated when only a limited amount of memory is available to the parallel computation. An implementation of the cancelback protocol is used for memory management on a shared memory architecture, viz., KSR to evaluate the performance vs. memory tradeoff. The implementation of the cancelback protocol supports canceling back more than one memory object when memory has been exhausted (the precise number is referred to as the salvage parameter) and incorporates a non-work-conserving processor scheduling technique to prevent starvation. Several synthetic and benchmark programs are used that provide interesting stress cases for evaluating the limited memory behavior. The experiments are extensively monitored to determine the extent to which various factors may affect performance. Several observations are made by analyzing the behavior of Time Warp under limited memory: (1) Depending on the available memory and asymmetry in the workload, canceling back several memory objects at one time (i.e. a salvage parameter value of more than one) improves performance significantly, by reducing certain overheads. However, performance is relatively insensitive to the salvage parameter except at extreme values. (2) The speedup vs. memory curve for Time Warp programs has a well-defined knee before which speedup increases very rapidly with memory and beyond which there is little performance gain with increased memory. (3) A performance nearly equivalent to that with large amounts of memory can be achieved with only a modest amount of additional memory beyond that required for sequential execution, if memory management overheads are small compared to the event granularity. These results indicate that contrary to the common belief, memory usage by Time Warp can be controlled within reasonable limits without any significant loss of performance."",""1558-2183"","""",""10.1109/71.577269"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577269"","""",""Performance evaluation";Memory management;Protocols;Concurrent computing;Memory architecture;Processor scheduling;Stress;Monitoring;Performance analysis;"Knee"","""",""17"","""",""32"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"An example of deriving performance properties from a visual representation of program execution,""M. Abrams"",""Department of Computer Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""658"",""666"",""Through geometry, program visualization can yield performance properties. We derive all possible synchronization sequences and durations of blocking and concurrent execution for two process programs from a visualization mapping processes, synchronization, and program execution to Cartesian graph axes, line segments, and paths, respectively. Relationships to Petri nets are drawn."",""1558-2183"","""",""10.1109/71.595584"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595584"","""",""Visualization";Petri nets;Computational geometry;Rendering (computer graphics);Reachability analysis;History;Particle measurements;Time measurement;Computer displays;"Safety"","""",""2"","""",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"An extended dominating node approach to broadcast and global combine in multiport wormhole-routed mesh networks,""Yih-Jia Tsai";" P. K. McKinley"",""Department of Computer Science, Michigan State University, East Lansing, MI, USA";" Department of Computer Science, Michigan State University, East Lansing, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""1"",""41"",""58"",""A new approach to the design of collective communication operations in wormhole-routed mesh networks is described. The approach extends the concept of dominating sets in graph theory by accounting for the relative distance-insensitivity of the wormhole switching strategy and by taking advantage of a multiport communication architecture, which allows each node to simultaneously transmit messages on different outgoing channels. Collective communication operations are defined in terms of sets of extended dominating nodes (EDNs). The nodes in a set of EDNs can deliver (receive) messages to (from) a different, larger set of nodes in a single message-passing step under dimension-ordered wormhole routing and without channel contention among messages. The EDN model can be applied to different collective operations in 2D and 3D mesh networks. The authors focus on EDN-based broadcast and global combine operations. Performance evaluation results are presented that confirm the advantage of this approach over other methods."",""1558-2183"","""",""10.1109/71.569654"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=569654"","""",""Broadcasting";Routing;Mesh networks;Network topology;Communication switching;Computer networks;Concurrent computing;Bandwidth;Delay;"Intelligent networks"","""",""18"","""",""36"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
