"Performance analysis and scheduling of stochastic fork-join jobs in a multicomputer system,""A. Kumar";" R. Shorey"",""Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India";" Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""10"",""1147"",""1164"",""The authors model a parallel processing system comprising several homogeneous computers interconnected by a communication network. Jobs arriving to this system have a linear fork-join structure. Each fork of the job gives rise to a random number of tasks that can be processed independently on any of the computers. Since exact analysis of fork-join models is known to be intractable, the authors resort to obtaining analytical bounds to the mean job response time of the fork-join job. For jobs with a single fork-join and, probabilistic allocation of tasks of the job to the N processors, they obtain upper and lower bounds to the mean job response time. Upper bounds are obtained using the concept of associated random variables and are found to be a good approximation to the mean job response time. A simple lower bound is obtained by neglecting queueing delays. They also find two lower bounds that include queueing delays. For multiple fork-join jobs, they study an approximation based on associated random variables. Finally, two versions of the join-the-shortest-queue (JSQ) allocation policy (i.e., JSQ by batch and JSQ by task) are studied and compared, via simulations and diffusion limits.<>"",""1558-2183"","""",""10.1109/71.246075"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=246075"","""",""Performance analysis";Stochastic processes;Delay;Random variables;Processor scheduling;Parallel processing;Computer networks;Concurrent computing;Communication networks;"Upper bound"","""",""38"",""1"",""34"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Performance analysis of buffer coherency policies in a multisystem data sharing environment,""A. Dan";" P. S. Yu"",""IBM Thomson J.Watson Research Center, Yorktown Heights, NY, USA";" IBM Thomson J.Watson Research Center, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""3"",""289"",""305"",""Six buffer coherency policies for a multisystem transaction processing environment are compared. These policies differ in their basic approaches on how and when the invalidated pages are identified or if the updated pages are propagated to the buffers of the remote nodes. They can be classified as detection, notification (of invalid pages), and (update) propagation oriented approaches. The policies trade off CPU overhead of coherency messages with buffer hit probability in different ways, resulting in a tradeoff of response time and maximum throughput. The main contribution is to develop analytical models to predict buffer hit probabilities under various buffer coherency policies assuming the LRU replacement policy and the independent reference model (IRM). The buffer models are validated using simulation models and show excellent agreement. Integrated analytic models capturing buffer hit probability and CPU overhead are developed to predict the overall response times under these coherency policies. The difference in buffer hit probabilities amongst various policies are found to be very sensitive to the skewness of the data access.<>"",""1558-2183"","""",""10.1109/71.210812"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=210812"","""",""Performance analysis";Delay;Predictive models;Analytical models;Throughput;Environmental management;Distributed databases;Transaction databases;"File servers"","""",""20"",""2"",""43"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Performance evaluation of client-server systems,""O. C. Ibe"; H. Choi;" K. S. Trivedi"",""GTE Laboratories, Inc., Waltham, MA, USA"; Department of Computer Science, Duke University, Durham, NC, USA;" Department of Computer Science, Duke University, Durham, NC, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1217"",""1229"",""A client-server system is a distributed system where a server station receives requests from its client stations, processes the requests and returns replies to the requesting stations. The authors consider client-server systems in which a set of workstations access a file server over a local area network. The systems are modelled by a class of stochastic Petri nets. The mean response time, the throughput and the parametric sensitivities are evaluated for a client-server system based on token ring network and a system based on CSMA/CD network. These models are different from the prevalent performance models of token ring or CSMA/CD network systems because of the message interdependencies introduced by the clients-server structure. An approximate analytic-numeric method rather than simulation is used to solve the models. The solution method and the accuracy of approximation are also discussed.<>"",""1558-2183"","""",""10.1109/71.250101"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250101"","""",""Client-server systems";Token networks;Multiaccess communication;Network servers;Workstations;File servers;Local area networks;Stochastic systems;Petri nets;"Delay"","""",""41"",""3"",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Performance evaluation of dynamic sharing of processors in two-stage parallel processing systems,""Jau-Hsiung Huang";" L. Kleinrock"",""Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan";" Computer Science Department, Loos Angeles, University of California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""3"",""306"",""317"",""The performance of job scheduling is studied in a large parallel processing system where a job is modeled as a concatenation of two stages which must be processed in sequence. P/sub i/ is the number of processors required by stage P as the total number of processors in the system. A large parallel computing system is considered where Max(P/sub 1/, P/sub 2/)>or=P>>1 and Max(P/sub 1/, P/sub 2/)>>Min(P/sub 1/, P/sub 2/). For such systems, exact expressions for the mean system delay are obtained for various job models and disciplines. The results show that the priority should be given to jobs working on the stage which requires fewer processors. The large parallel system (i.e. P>>1) condition is then relaxed to obtain the mean system time for two job models when the priority is given to the second stage. Moreover, a scale-up rule is introduced to obtain the approximated delay performance when the system provides more processors than the maximum number of processors required by both stages (i.e. P>Max(P/sub 1/, P/sub 2/)). An approximation model is given for jobs with more than two stages.<>"",""1558-2183"","""",""10.1109/71.210813"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=210813"","""",""Parallel processing";Computer science;Processor scheduling;Delay systems;Terrorism;"Concurrent computing"","""",""4"","""",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Performance evaluation of the time-stamp ordering algorithm in a distributed database,""S. Varma"",""IBM, Corporation, NC, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""668"",""676"",""Time-stamp ordering is one of the consistency preserving algorithms that is used in distributed databases. F. Baccelli (1987) has introduced a queueing model that incorporates the fork-join and resequencing synchronization constraints to analyze the algorithm's performance. The power of interpolation approximation technique is illustrated by obtaining extremely good approximations for this rather complex model. The heavy traffic approximations are obtained by showing that this model has the same diffusion limit as a system of parallel fork-join queues. The light traffic limits are obtained by applying the light traffic theory developed by M.I. Reiman and B. Simon (1989). The heavy traffic limits are computed for general arrival and service distributions, but the light traffic limits are restricted to Markovian systems.<>"",""1558-2183"","""",""10.1109/71.242156"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242156"","""",""Distributed databases";Traffic control;Transaction databases;Delay;Power system modeling;Queueing analysis;Performance analysis;Interpolation;Distributed computing;"Broadcasting"","""",""3"","""",""16"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Performance issues in distributed query processing,""C. Liu";" C. Yu"",""Department of Computer Science and Information Systems, De Paul University, Chicago, IL, USA";" Department of Electrical Engineering and Computer Science, University of Illinois, Chicago, Chicago, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""8"",""889"",""905"",""The authors discuss various performance issues in distributed query processing. They validate and evaluate the performance of the local reduction (LR) the fragment and replicate strategy (FRS) and the partition and replicate strategy (PRS) optimization algorithms. The experimental results reveal that the choices made by these algorithms concerning which local operations should be performed, which relation should remain fragmented or which relation should be partitioned are valid. It is shown using experimental results that various parameters, such as the number of processing sites, partitioning speed relative to join speed, and sizes of the join relations, affect the performance of PRS significantly. It is also shown that the response times of query execution are affected significantly by the degree of site autonomy, interferences among processes, interface with the local database management systems (DBMSs) and communications facilities. Pipeline strategies for processing queries in an environment where relations are fragmented are studied.<>"",""1558-2183"","""",""10.1109/71.238624"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238624"","""",""Query processing";Partitioning algorithms;Pipeline processing;Database systems;Distributed databases;Data communication;Cost function;Delay;Interference;"Local area networks"","""",""17"",""1"",""68"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Performance of pruning-cache directories for large-scale multiprocessors,""S. L. Scott";" J. R. Goodman"",""Cray Research, Inc., Chippewa Falls, WI, USA";" Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""520"",""534"",""Multis, shared-memory multiprocessors that are implemented with single buses and snooping cache protocols are inherently limited to a small number of processors, and, as systems grow beyond a single bus, the bandwidth requirements of broadcast operations limit scalability. Hardware support to provide cache coherence without the use of broadcast can become very expensive. An approach to maintaining coherence using approximate information held in special-purpose caches called pruning-caches that provides robust performance over a wide range of workloads is presented. The pruning-cache approach is compared to the more conventional inclusion cache for providing multilevel inclusion (MLI) in the cache hierarchy. It is shown that pruning-caches are more cost-effective and more robust. Using both analysis and simulation, it is also shown that the k-ary n-cube topology provides scalable, bottleneck-free communication for uniform, point-to-point traffic.<>"",""1558-2183"","""",""10.1109/71.224215"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224215"","""",""Large-scale systems";Broadcasting;Robustness;Protocols;Bandwidth;Scalability;Hardware;Analytical models;Topology;"Traffic control"","""",""7"",""19"",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Polymorphic processor arrays,""M. Maresca"",""Dipartimento di Informatica Sistemistica e Telematica, Università di Genova, Genoa, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""490"",""506"",""Polymorphic processor arrays (PPAs), two-dimensional mesh-connected arrays of processors in which each processor is equipped with a switch able to interconnect its four NEWS ports, are discussed. The main features of PPA are that it models a realistic class of parallel computers, it supports the definition of high level programming models, it supports virtual parallelism, and it supports low complexity algorithms in a number of application fields. Both the PPA computation model and the PPA programming model are presented. It is shown that the PPA computation model is realistic by relating it to the design of the polymorphic torus (PT) chip. It is also shown that the PPA programming model is scalable by demonstrating that any algorithm having O(p) complexity on a virtual PPA of size square root m* square root m, has O(k p) complexity on a PPA of size square root n* square root n, with m k n and k integers. Some application algorithms in the area of numerical analysis and graph processing are presented.<>"",""1558-2183"","""",""10.1109/71.224213"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224213"","""",""Concurrent computing";Computational modeling;Computer architecture;Switches;Parallel programming;Application software;Multiprocessor interconnection networks;Wiring;Very large scale integration;"Hardware"","""",""58"","""",""21"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Prediction of performance and processor requirements in real-time data flow architectures,""S. Som"; R. R. Mielke;" J. W. Stoughton"",""NASA Langley Research Center Mail Stop 473, Lockheed Martin Engineering and Science Company, Hampton, VA, USA"; Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, VA, USA;" Department of Electrical and Computer Engineering, Old Dominion University, Norfolk, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1205"",""1216"",""Presents a new data flow graph model for describing the real-time execution of iterative control and signal processing algorithms on multiprocessor data flow architectures. Identified by the acronym ATAMM, for Algorithm to Architecture Mapping Model, the model is important because it specifies criteria for a multiprocessor operating system to achieve predictable and reliable performance. Algorithm performance is characterized by execution time and iteration period. For a given data flow graph representation, the model facilitates calculation of greatest lower bounds for these performance measures. When sufficient processors are available, the system executes algorithms with minimum execution time and minimum iteration period, and the number of processors required is calculated. When only limited processors are available or when processors fail, performance is made to degrade gracefully and predictably. The user off-line is able to specify tradeoffs between increasing execution time or increasing iteration period. The approach to achieving predictable performance is to control the injection rate of input data and to modify the data flow graph precedence relations so that a processor is always available to execute an enabled graph node. An implementation of the ATAMM model in a four-processor architecture based on Westinghouse's VHSIC 1750A Instruction Set Processor is described.<>"",""1558-2183"","""",""10.1109/71.250100"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250100"","""",""Signal processing algorithms";Process control;Flow graphs;Concurrent computing;Predictive models;Computer architecture;Data flow computing;Real time systems;Aerospace control;"Iterative algorithms"","""",""8"",""4"",""18"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Prediction-based dynamic load-sharing heuristics,""K. K. Goswami"; M. Devarakonda;" R. K. Iyer"",""Center for Reliable and High Performance Computing, University of Illinois, Urbana, IL, USA"; IBM Research Division, IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA;" Center for Reliable and High Performance Computing, University of Illinois, Urbana, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""638"",""648"",""Presents dynamic load-sharing heuristics that use predicted resource requirements of processes to manage workloads in a distributed system. A previously developed statistical pattern-recognition method is employed for resource prediction. While nonprediction-based heuristics depend on a rapidly changing system status, the new heuristics depend on slowly changing program resource usage patterns. Furthermore, prediction-based heuristics can be more effective since they use future requirements rather than just the current system state. Four prediction-based heuristics, two centralized and two distributed, are presented. Using trace driven simulations, they are compared against random scheduling and two effective nonprediction based heuristics. Results show that the prediction-based centralized heuristics achieve up to 30% better response times than the nonprediction centralized heuristic, and that the prediction-based distributed heuristics achieve up to 50% improvements relative to their nonpredictive counterpart.<>"",""1558-2183"","""",""10.1109/71.242159"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242159"","""",""Delay";Predictive models;Aerodynamics;Resource management;Dynamic scheduling;Prediction methods;NASA;High performance computing;Length measurement;"Filters"","""",""48"",""24"",""25"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Program structuring for effective parallel portability,""G. A. Alverson";" D. Notkin"",""Tera Computer Company, Seattle, WA, USA";" Department of Computer Science and Engineering. FR-35, University of Washington, Seattle, WA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""1041"",""1059"",""The tension between software development costs and efficiency is especially high when considering parallel programs intended to run on a variety of architectures. In the domain of shared memory architectures and explicitly parallel programs, the authors have addressed this problem by defining a programming structure that eases the development of effectively portable programs. On each target multiprocessor, an effectively portable program runs almost as efficiently as a program fine-tuned for that machine. Additionally, its software development cost is close to that of a single program that is portable across the targets. Using this model, programs are defined in terms of data structure and partitioning-scheduling abstractions. Low software development cost is attained by writing source programs in terms of abstract interfaces and thereby requiring minimal modification to port";" high performance is attained by matching (often dynamically) the interfaces to implementations that are most appropriate to the execution environment. The authors include results of a prototype used to evaluate the benefits and costs of this approach.<>"",""1558-2183"","""",""10.1109/71.243530"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243530"","""",""Costs";Writing;Computer architecture;Partitioning algorithms;Programming profession;Memory architecture;Parallel programming;Runtime;Software prototyping;"Prototypes"","""",""7"","""",""51"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Reconfiguration and analysis of a fault-tolerant circular butterfly parallel system,""N. . -F. Tzeng"",""The Center for Advanced Computer Studies, University of Southwestern Louisiana, Lafayette, LA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""8"",""855"",""863"",""The butterfly parallel system has a regular and simple interconnection pattern, making it suitable for VLSI or WSI implementation. The authors propose an effective fault-tolerant technique for the circular butterfly parallel system to ensure its rigid full butterfly structure even in the presence of failures, addressing reconfiguration in detail. The resulting butterfly system has L levels, involves (1/log/sub 2/ L)% spare processing elements (PEs), and approximately 50% additional links. The reconfiguration process of the design in response to any operational fault is easy and can be performed in a distributed manner. The reliability and layout of this proposed design are evaluated analytically. This design, due to its specific configuration, exhibits significant improvement in reliability while taking only moderately more layout area.<>"",""1558-2183"","""",""10.1109/71.238621"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238621"","""",""Fault tolerant systems";Topology;Very large scale integration;Process design;Wafer scale integration;Reliability;Environmental economics;Hardware;Degradation;"Parallel architectures"","""",""3"",""1"",""16"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Replication algorithms in a remote caching architecture,""A. Leff"; J. L. Wolf;" P. S. Yu"",""T. J. Watson Center, IBM Research Division, Yorktown Heights, NY, USA"; T. J. Watson Center, IBM Research Division, Yorktown Heights, NY, USA;" T. J. Watson Center, IBM Research Division, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1185"",""1204"",""Studies the cache performance in a remote caching architecture. The authors develop a set of distributed object replication policies that are designed to implement different optimization goals. Each site is responsible for local cache decisions, and modifies cache contents in response to decisions made by other sites. The authors use the optimal and greedy policies as upper and lower bounds, respectively, for performance in this environment. Critical system parameters are identified, and their effect on system performance studied. Performance of the distributed algorithms is found to be close to optimal, while that of the greedy algorithms is far from optimal.<>"",""1558-2183"","""",""10.1109/71.250099"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250099"","""",""Intelligent networks";Decision making;Design optimization;System performance;Distributed algorithms;Greedy algorithms;Computer networks;Distributed computing;Resource management;"Ethernet networks"","""",""88"",""4"",""32"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Resource reclaiming in multiprocessor real-time systems,""C. Shen"; K. Ramamritham;" J. A. Stankovic"",""Mitsubishi Electric Research Laboratories, Inc., Cambridge, MA, USA"; Department of Computer Science, University of Massachusetts, Amherst, MA, USA;" Department of Computer Science, University of Massachusetts, Amherst, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""382"",""397"",""Most real-time scheduling algorithms schedule tasks with regard to their worst case computation times. Resources reclaiming refers to the problem of utilizing the resources left unused by a task when it executes in less than its worst case computation time, or when a task is deleted from the current schedule. Dynamic resource reclaiming algorithms that are effective, avoid any run time anomalies, and have bounded overhead costs that are independent of the number of tasks in the schedule are presented. Each task is assumed to have a worst case computation time, a deadline, and a set of resource requirements. The algorithms utilize the information given in a multiprocessor task schedule and perform online local optimization. The effectiveness of the algorithms is demonstrated through simulation studies.<>"",""1558-2183"","""",""10.1109/71.219754"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219754"","""",""Real time systems";Processor scheduling;Scheduling algorithm;Dynamic scheduling;Heuristic algorithms;Springs;Timing;Upper bound;Costs;"Computational modeling"","""",""53"",""4"",""16"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Strategies for dynamic load balancing on highly parallel computers,""M. H. Willebeek-LeMair";" A. P. Reeves"",""IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA";" School of Electrical Engineering, Cornell University, Ithaca, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""979"",""993"",""Dynamic load balancing strategies for minimizing the execution time of single applications running in parallel on multicomputer systems are discussed. Dynamic load balancing (DLB) is essential for the efficient use of highly parallel systems when solving non-uniform problems with unpredictable load estimates. With the evolution of more highly parallel systems, centralized DLB approaches which make use of a high degree of knowledge become less feasible due to the load balancing communication overhead. Five DLB strategies are presented which illustrate the tradeoff between 1) knowledge - the accuracy of each balancing decision, and 2) overhead - the amount of added processing and communication incurred by the balancing process. All five strategies have been implemented on an Inter iPSC/2 hypercube.<>"",""1558-2183"","""",""10.1109/71.243526"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243526"","""",""Load management";Concurrent computing;Hypercubes;Costs;Application software;Distributed control;Multiprocessing systems;Local area networks;Scholarships;"Load modeling"","""",""350"",""9"",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Symmetric crossbar arbiters for VLSI communication switches,""Y. Tamir";" H. . -C. Chi"",""Computer Science Department, University of California, Los Angeles, CA, USA";" Computer Science Department, University of California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""1"",""13"",""27"",""The design and implementation of symmetric crossbar arbiters are addressed. Several arbiter designs are compared based on simulations of a multistage interconnection network. These simulations demonstrate the influence of the switch arbitration policy on network throughput, average latency, and worst-case latency. It is shown that some natural designs result in poor system performance and/or slow implementations. Two efficient arbiter implementations are proposed. Based on network simulations, VLSI implementation, and circuit simulation, it is shown that these arbiters achieve nearly optimal system performance without becoming the critical path that limits the system clock.<>"",""1558-2183"","""",""10.1109/71.205650"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=205650"","""",""Very large scale integration";Communication switching;Switches;Packet switching;Buffer storage;Multiprocessor interconnection networks;Delay;Circuit simulation;Telecommunication traffic;"Throughput"","""",""163"",""42"",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Synthesis of algorithm-based fault-tolerant systems from dependence graphs,""B. Vinnakota";" N. K. Jha"",""Department of Electrical Engineering, University of Minnesota, Minneapolis, MN, USA";" Department of Electrical Engineering, Princeton University, Princeton, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""8"",""864"",""874"",""Algorithm-based fault tolerance (ABFT) is a method for improving the reliability of parallel architectures used for computation-intensive tasks. A two-stage approach to the synthesis of ABFT systems is proposed. In the first stage, a system-level code is chosen to encode the data used in the algorithm. In the second stage, the optimal architecture to implement the scheme is chosen using dependence graphs. Dependence graphs are a graph-theoretic form of algorithm representation. The authors demonstrate that not all architectures are ideal for the implementation of a particular ABFT scheme. They propose new measures to characterize the fault tolerance capability of a system to better exploit the proposed synthesis method. Dependence graphs can also be used for the synthesis of ABFT schemes for non-linear problems. An example of a fault-tolerant median filter is provided to illustrate their utility for such problems.<>"",""1558-2183"","""",""10.1109/71.238622"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238622"","""",""Fault tolerant systems";Fault detection;Parallel architectures;Concurrent computing;Filters;Network synthesis;Computer applications;Computer architecture;Production;"Fault tolerance"","""",""13"","""",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"The DASH prototype: Logic overhead and performance,""D. Lenoski"; J. Laudon; T. Joe; D. Nakahira; L. Stevens; A. Gupta;" J. Hennessy"",""Computer Systems Laboratory, University of Stanford, CA, USA"; Computer Systems Laboratory, University of Stanford, CA, USA; Computer Systems Laboratory, University of Stanford, CA, USA; Computer Systems Laboratory, University of Stanford, CA, USA; Computer Systems Laboratory, University of Stanford, CA, USA; Computer Systems Laboratory, University of Stanford, CA, USA;" Computer Systems Laboratory, University of Stanford, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""1"",""41"",""61"",""The fundamental premise behind the DASH project is that it is feasible to build large-scale shared-memory multiprocessors with hardware cache coherence. The hardware overhead of directory-based cache coherence in a 48-processor is examined. The data show that the overhead is only about 10-15%, which appears to be a small cost for the ease of programming offered by coherent caches and the potential for higher performance. The performance of the system is discussed, and the speedups obtained by a variety of parallel applications running on the prototype are shown. Using a sophisticated hardware performance monitor, the effectiveness of coherent caches and the relationship between an application's reference behavior and its speedup are characterized. The optimizations incorporated in the DASH protocol are evaluated in terms of their effectiveness on parallel applications and on atomic tests that stress the memory system.<>"",""1558-2183"","""",""10.1109/71.205652"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=205652"","""",""Prototypes";Logic;Large-scale systems;Hardware;Parallel architectures;Software prototyping;Costs;Protocols;Parallel programming;"Scalability"","""",""101"",""16"",""31"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals"""
"The direction vector I test,""K. Psarris"; X. Kong;" D. Klappholz"",""Department of Computer Science, Ohio University, Athens, OH, USA"; Sun Microsystems, Inc., Mountain View, CA, USA;" Department of Electrical Engineering and Computer Science, Stevens Institute of Technology, Hoboken, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1280"",""1290"",""The GCD and Banerjee tests are the standard data dependence tests used to determine whether a loop may be parallelized/vectorized. In an earlier work, (1991) the authors presented a new data dependence test, the I test, which extends the accuracy of the GCD and the Banerjee tests. In the original presentation, only the case of general dependence was considered, i.e., the case of dependence with a direction vector of the form (*,*,...,*). In the present work, the authors generalize the I test to check for data dependence subject to an arbitrary direction vector.<>"",""1558-2183"","""",""10.1109/71.250105"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250105"","""",""Testing";Performance evaluation;Costs;Humans;Computer science;Sun;"Equations"","""",""33"","""",""15"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"The hyper-deBruijn networks: scalable versatile architecture,""E. Ganesan";" D. K. Pradhan"",""Department of Electrical Engineering, University of Massachusetts, Amherst, MA, USA";" Department of Computer Scicnce, Texas A and M University, College Station, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""9"",""962"",""978"",""Both Hypercube and deBruijn networks possess desirable properties. It should be understood, though, that some of the attractive features of one are not found in the other. The architecture proposed in this paper is a combination of these architectures, providing some of the desirable properties of both the networks such as admitting many computationally important networks, flexibility in terms of connections per node as well as level of fault-tolerance. Also the network allows a simple VLSI layout, scalability as well as decomposability. Thus, these networks can be a potential candidate for VLSI multiprocessor networks. The proposed network possesses logarithmic diameter, optimal connectivity, and simple routing algorithms amendable to networks with faults. Importantly, in addition to being pancyclic, these hyper-deBruijn networks admit most computationally important subnetworks including rings, multidimensional meshes, complete binary trees, and mesh of trees with perfect dilation. Techniques for optimal one-to-all (OTA) broadcasting in these networks are presented. As an intermediate result, this technique provides the fastest OTA broadcasting in binary deBruijn networks as well. The recent renewed interest in binary deBruijn networks makes this later result valuable.<>"",""1558-2183"","""",""10.1109/71.243525"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=243525"","""",""Computer architecture";Computer networks;Very large scale integration;Broadcasting;Hypercubes;Fault tolerance;Scalability;Routing;Multidimensional systems;"Binary trees"","""",""56"","""",""37"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"The M/sup 3/ multiprocessor laboratory,""H. Burkhart"; R. Eigenmann; H. Kindlimann; M. Moser;" H. Scholian"",""Informatik, University of Basel, Basel, Switzerland"; Center for Supercomputing Research and Development, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Ergosoft AG, Altnau, Switzerland; IBM Zurich Research Laboratory, Zurich, Switzerland;" Institut for Elektronik ETH, Zurich, Switzerland"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""507"",""519"",""An integrated programming environment for the M/sup 3/ multiprocessor is discussed. Three tools support the software development cycle of a parallel program, including the programming, configuration, and debugging/performance measurement phases. Programmer support for performance analysis has been a primary motivation for the system. The sources of performance loss are identified and the ways in which this information is gathered and analyzed are described. As a case study, a fast maze router algorithm is used to show the functionality of the different tools. The M/sup 3/ environment is compared with other state-of-the-art projects.<>"",""1558-2183"","""",""10.1109/71.224214"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224214"","""",""Laboratories";Performance analysis;Parallel programming;Hardware;Costs;Operating systems;Resource management;Kernel;Memory management;"Processor scheduling"","""","""","""",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;
