"${\rm S}^{2}$-RAID: Parallel RAID Architecture for Fast Data Recovery,""J. Wan"; J. Wang; C. Xie;" Q. Yang"",""Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China"; School of computer of science and technology, Huazhong University of Science and Technology, Wuhan, Hubei, China; Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China;" Department of Electrical and Computer Engineering, University of Rhode Island, Kingston, RI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1638"",""1647"",""As disk volume grows rapidly with terabyte disk becoming a norm, RAID reconstruction process in case of a failure takes prohibitively long time. This paper presents a new RAID architecture, S2-RAID, allowing the disk array to reconstruct very quickly in case of a disk failure. The idea is to form skewed sub-arrays in the RAID structure so that reconstruction can be done in parallel dramatically speeding up data reconstruction process and hence minimizing the chance of data loss. We analyse the data recovery ability of this architecture and show its good scalability. A prototype S2-RAID system has been built and implemented in the Linux operating system for the purpose of evaluating its performance potential. Real world I/O traces including SPC, Microsoft, and a collection of a production environment have been used to measure the performance of S2-RAID as compared to existing baseline software RAID5, Parity Declustering, and RAID50. Experimental results show that our new S2-RAID speeds up data reconstruction time by a factor 2 to 4 compared to the traditional RAID. Meanwhile, S2-RAID keeps comparable production performance to that of the baseline RAID layouts while online RAID reconstruction is in progress."",""1558-2183"","""",""10.1109/TPDS.2013.225"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6594738"",""Data storage";parallel reconstruction;RAID reconstruction;"${\rm S}^{2}$-RAID"",""Layout";Prototypes;Parallel processing;Arrays;Production;"Software"","""",""8"","""",""28"",""IEEE"",""9 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"A Merge-and-Split Mechanism for Dynamic Virtual Organization Formation in Grids,""L. Mashayekhy";" D. Grosu"",""Department of Computer Science Wayne, State University, Detroit, MI";" Department of Computer Science Wayne, State University, Detroit, MI"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Feb 2014"",""2014"",""25"",""3"",""540"",""549"",""Executing large-scale application programs in grids requires resources from several grid service providers (GSPs). These providers form virtual organizations (VOs) by pooling their resources together to provide the required capabilities to execute the application. We model the VO formation in grids using concepts from the coalitional game theory and design a mechanism for VO formation. The mechanism enables the GSPs to organize into VOs reducing the cost of execution and guaranteeing maximum profit for the GSPs. Furthermore, the mechanism guarantees that the VOs are stable, that is, the GSPs do not have incentives to break away from the current VO and join some other VO. We perform extensive simulation experiments using real-workload traces to characterize the properties of the proposed mechanism. The results show that the mechanism produces VOs that are stable yielding high revenue for the participating GSPs."",""1558-2183"","""",""10.1109/TPDS.2013.93"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6490319"",""Virtual organizations";grid computing;VO formation;"coalitional game theory"",""Silicon";Games;Organizations;Vectors;Game theory;Mechanical factors;"Resource management"","""",""17"","""",""24"",""IEEE"",""29 Mar 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;
"A Model Approach to the Estimation of Peer-to-Peer Traffic Matrices,""K. Xu"; M. Shen; Y. Cui; M. Ye;" Y. Zhong"",""Department of Computer Science, Tsinghua University, Beijing, China"; Department of Computer Science, Tsinghua University, Beijing, China; Department of Computer Science, Tsinghua University, Beijing, China; Yahoo, Research and Development Center, Beijing, China;" Department of Computer Science, Tsinghua University, Beijing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Apr 2014"",""2014"",""25"",""5"",""1101"",""1111"",""Peer-to-Peer (P2P) applications have witnessed an increasing popularity in recent years, which brings new challenges to network management and traffic engineering (TE). As basic input information, P2P traffic matrices are of significant importance for TE. Because of the excessively high cost of direct measurement, many studies aim to model and estimate general traffic matrices, but few focus on P2P traffic matrices. In this paper, we propose a model to estimate P2P traffic matrices in operational networks. Important factors are considered, including the number of peers, the localization ratio of P2P traffic, and the network distance. Here, the distance can be measured with AS hop counts or geographic distance. To validate our model, we evaluate its performance using traffic traces collected from both the real P2P video-on-demand (VoD) and file-sharing applications. Evaluation results show that the proposed model outperforms the other two typical models for the estimation of the general traffic matrices in several metrics, including spatial and temporal estimation errors, stability in the cases of oscillating and dynamic flows, and estimation bias. To the best of our knowledge, this is the first research on P2P traffic matrices estimation. P2P traffic matrices, derived from the model, can be applied to P2P traffic optimization and other TE fields."",""1558-2183"","""",""10.1109/TPDS.2013.179"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6567862"",""Traffic matrix";peer-to-peer (P2P);"traffic engineering"",""Peer-to-peer computing";Mathematical model;Estimation;Equations;Analytical models;Silicon;"Integrated circuit modeling"","""",""16"","""",""27"",""IEEE"",""24 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"A Multi-Index Hybrid Trie for Lookup and Updates,""C. -H. Lin"; C. -Y. Hsu;" S. -Y. Hsieh"",""Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan, R.O.C."; Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan, R.O.C.;" Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan, R.O.C."",""IEEE Transactions on Parallel and Distributed Systems"",""10 Sep 2014"",""2014"",""25"",""10"",""2486"",""2498"",""High-performance routers require high-speed IP address lookup to achieve wire-speed packet forwarding. This study proposes a new data structure, the Multi-Index Hybrid Trie (MIHT), for dynamic router table designs. This data structure was constructed by combining the useful characteristics of the B+ tree and priority trie. IP lookup operations can be performed efficiently by associating each prefix with a key value in the MIHT. Furthermore, because the required tree height and number of prefixes were reduced, dynamic router table operations were performed efficiently using the MIHT. To reduce the memory requirement, each prefix stored its corresponding suffix in a node of the MIHT, rather than storing a full prefix. Experiments using IPv4 and IPv6 routing databases indicated that the proposed data structure has efficient memory usage and performs well for lookup, insertion, deletion operations. This study reports the results of the experiments performed to compare the proposed data structure with other structures using the benchmark IPv4 and IPv6 prefix databases AS1221, AS4637, AS6447, AS65000, AS1221*, and AS6447* with 407,067, 219,581, 417,995, 406,973, 12,155, and 12,278 prefixes, respectively, where AS1221* and AS6447* are IPv6 BGP routing tables."",""1558-2183"","""",""10.1109/TPDS.2013.214"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6585242"",""Classless inter domain routing (CIDR)";dynamic router tables;IP address lookup;longest matching prefix;"multi-index hybrid trie"",""Vegetation";Data structures;Indexes;Routing;IP networks;Educational institutions;"Internet"","""",""7"","""",""31"",""IEEE"",""23 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"A New Parity-Based Migration Method to Expand RAID-5,""Y. Mao"; J. Wan; Y. Zhu;" C. Xie"",""Department of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"; Wuhan National Laboratory for Optoelectronics, Wuhan, China; Electrical and Computer Engineering University of Maine;" Wuhan National Laboratory for Optoelectronics, Wuhan, China"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""1945"",""1954"",""To expand the capacity of a RAID-5 array with additional disks, data have to be migrated between disks to leverage extra space and performance gain. Conventional methods for expanding RAID-5 are very slow because they have to migrate almost all existing data and recalculate all parity blocks. This paper proposes a new online expansion method for RAID-5, named parity-based migration (PBM). This method only migrates blocks that form a special parallelogram with one side consisting of only parity blocks. When adding m disks to a RAID-5 with n disks, PBM achieves the minimal data migration which only needs to move m/(n+m) of all data blocks. Furthermore, no parity blocks are recalculated during the expansion. After expansion, although the RAID is not a standard RAID-5 distribution, the parity blocks are distributed evenly. Experimental results based on extensive trace-driven show that, on average, PBM can reduce the time of expansion by 73.6 percent while only reduces the performance of the expanded RAID by 1.83 percent when compared with Multiple-Device (MD), a toolkit provided in Linux kernel."",""1558-2183"","""",""10.1109/TPDS.2013.279"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6654136"",""RAID-5";capacity expansion;"data migration"",""Layout";Arrays;Distributed databases;Standards;Servers;"Availability"","""",""13"",""1"",""21"",""IEEE"",""4 Nov 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"A Novel Economic Sharing Model in a Federation of Selfish Cloud Providers,""N. Samaan"",""School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, Ontario, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Nov 2013"",""2014"",""25"",""1"",""12"",""21"",""This paper presents a novel economic model to regulate capacity sharing in a federation of hybrid cloud providers (CPs). The proposed work models the interactions among the CPs as a repeated game among selfish players that aim at maximizing their profit by selling their unused capacity in the spot market but are uncertain of future workload fluctuations. The proposed work first establishes that the uncertainty in future revenue can act as a participation incentive to sharing in the repeated game. We, then, demonstrate how an efficient sharing strategy can be obtained via solving a simple dynamic programming problem. The obtained strategy is a simple update rule that depends only on the current workloads and a single variable summarizing past interactions. In contrast to existing approaches, the model incorporates historical and expected future revenue as part of the virtual machine (VM) sharing decision. Moreover, these decisions are not enforced neither by a centralized broker nor by predefined agreements. Rather, the proposed model employs a simple grim trigger strategy where a CP is threatened by the elimination of future VM hosting by other CPs. Simulation results demonstrate the performance of the proposed model in terms of the increased profit and the reduction in the variance in the spot market VM availability and prices."",""1558-2183"","""",""10.1109/TPDS.2013.23"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6419705"",""Cloud federation";cloud provider;capacity outsourcing;repeated game;"subgame perfect equilibrium"",""Resource management";Games;History;Availability;Adaptation models;Economics;"Uncertainty"","""",""86"","""",""32"",""IEEE"",""24 Jan 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"A P2P-Based Infrastructure for Adaptive Trustworthy and Efficient Communication in Wide-Area Distributed Systems,""H. Shen"; G. Liu; J. Gemmill;" L. Ward"",""Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, USA"; Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, USA; Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, USA;" Sandia National Laboratories, Albuquerque, NM, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Aug 2014"",""2014"",""25"",""9"",""2222"",""2233"",""Tremendous advances in pervasive networking have enabled wide-area distributed systems to connect distributed resources or users such as corporate data centers and high-performance computing centers. These distributed pervasive systems take advantage of resources and enhance collaborations worldwide. However, due to lack of central management, they are severely threatened by a variety of malicious users in today's Internet. Current reputation- and anonymity-based technologies for node communication enhance system trustworthiness. However, most of these technologies gain trustworthiness at the cost of efficiency degradation. This paper presents a P2P-based infrastructure for trustworthy and efficient node communication in wide-area distributed systems. It jointly addresses trustworthiness and efficiency in its operation in order to meet the high-performance requirements of a diversified wealth of distributed pervasive applications. The infrastructure includes two policies: trust/efficiency-oriented request routing and trust-based adaptive anonymous response forwarding. This infrastructure not only offers a trustworthy environment with anonymous communication but also enhances overall system efficiency through harmonious trustworthiness and efficiency trade-offs. Experimental results from simulations and the real-world PlanetLab testbed show the superior performance of the P2P-based infrastructure in achieving both high trustworthiness and high efficiency in comparison to other related approaches."",""1558-2183"","""",""10.1109/TPDS.2013.159"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6542624"",""Wide-area distributed systems";peer to peer networks;reputation systems;anonymity;"efficiency"",""Peer-to-peer computing";Servers;Routing;Tunneling;Radiation detectors;Overlay networks;"Algorithm design and analysis"","""",""3"","""",""38"",""OAPA"",""18 Jun 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"A Performance Modeling and Optimization Analysis Tool for Sparse Matrix-Vector Multiplication on GPUs,""P. Guo"; L. Wang;" P. Chen"",""Department of Computer Science, Department 3315, 1000 E. University Ave., University of Wyoming, Laramie, WY"; Department of Computer Science, Department 3315, 1000 E. University Ave., University of Wyoming, Laramie, WY;" Department of Geology and Geophysics, Department 3006, 1000 E. University Avenue, University of Wyoming, Laramie, WY"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Apr 2014"",""2014"",""25"",""5"",""1112"",""1123"",""This paper presents a performance modeling and optimization analysis tool to predict and optimize the performance of sparse matrix-vector multiplication (SpMV) on GPUs. We make the following contributions: 1) We present an integrated analytical and profile-based performance modeling to accurately predict the kernel execution times of CSR, ELL, COO, and HYB SpMV kernels. Our proposed approach is general, and neither limited by GPU programming languages nor restricted to specific GPU architectures. In this paper, we use CUDA-based SpMV kernels and NVIDIA Tesla C2050 for our performance modeling and experiments. According to our experiments, for 77 out of 82 test cases, the performance differences between the predicted and measured execution times are less than 9 percent";" for the rest five test cases, the differences are between 9 and 10 percent. For CSR, ELL, COO, and HYB SpMV CUDA kernels, the average differences are 6.3, 4.4, 2.2, and 4.7 percent, respectively. 2) Based on the performance modeling, we design a dynamic-programming based SpMV optimal solution auto-selection algorithm to automatically report an optimal solution (i.e., optimal storage strategy, storage format(s), and execution time) for a target sparse matrix. In our experiments, the average performance improvements of the optimal solutions are 41.1, 49.8, and 37.9 percent, compared to NVIDIA's CSR, COO, and HYB CUDA kernels, respectively."",""1558-2183"","""",""10.1109/TPDS.2013.123"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6506074"",""Performance modeling";sparse matrix-vector multiplication;GPU;"CUDA"",""Benchmark testing";Kernel;Strips;Graphics processing units;Computational modeling;Sparse matrices;"Analytical models"","""",""64"","""",""27"",""IEEE"",""19 Apr 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"A Probabilistic Misbehavior Detection Scheme toward Efficient Trust Establishment in Delay-Tolerant Networks,""H. Zhu"; S. Du; Z. Gao; M. Dong;" Z. Cao"",""Department of Computer Science & Engineering, Shanghai Jiao Tong University, Shanghai, China"; Department of Management Science, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science & Engineering, Shanghai Jiao Tong University, Shanghai, China; Higashisengoku, Aizuwakamatsu, University of Aizu, Fukushima, Japan;" Department of Computer Science & Engineering, Shanghai Jiao Tong University, Shanghai, China"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Nov 2013"",""2014"",""25"",""1"",""22"",""32"",""Malicious and selfish behaviors represent a serious threat against routing in delay/disruption tolerant networks (DTNs). Due to the unique network characteristics, designing a misbehavior detection scheme in DTN is regarded as a great challenge. In this paper, we propose iTrust, a probabilistic misbehavior detection scheme, for secure DTN routing toward efficient trust establishment. The basic idea of iTrust is introducing a periodically available Trusted Authority (TA) to judge the node's behavior based on the collected routing evidences and probabilistically checking. We model iTrust as the inspection game and use game theoretical analysis to demonstrate that, by setting an appropriate investigation probability, TA could ensure the security of DTN routing at a reduced cost. To further improve the efficiency of the proposed scheme, we correlate detection probability with a node's reputation, which allows a dynamic detection probability determined by the trust of the users. The extensive analysis and simulation results demonstrate the effectiveness and efficiency of the proposed scheme."",""1558-2183"","""",""10.1109/TPDS.2013.36"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6463402"",""Misbehavior detection";incentive scheme;delay tolerant networks;"security"",""Routing";History;Inspection;Games;Routing protocols;Probabilistic logic;"Peer to peer computing"","""",""134"","""",""21"",""IEEE"",""15 Feb 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"A Scalable and Mobility-Resilient Data Search System for Large-Scale Mobile Wireless Networks,""H. Shen"; Z. Li;" K. Chen"",""Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, USA"; Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, USA;" Department of Electrical and Computer Engineering, Clemson University, Clemson, SC, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Apr 2014"",""2014"",""25"",""5"",""1124"",""1134"",""This paper addresses the data search problem in large-scale highly mobile and dense wireless networks. Current wireless network data search systems are not suitable for large-scale highly mobile and dense wireless networks. This paper presents a scalable and mobility-resilient LOcality-based distRibuted Data search system (LORD) for large-scale wireless networks with high mobility and density. Taking advantage of the high density, rather than mapping data to a location point, LORD maps file metadata to a geographical region and stores it in multiple nodes in the region, thus enhancing mobility-resilience. LORD has a novel region-based geographic data routing protocol that does not rely on flooding or GPSs for data publishing and querying, and a coloring-based partial replication algorithm to reduce data replicas in a region while maintaining the querying efficiency. LORD also works for unbalanced wireless networks with sparse regions. Simulation results show the superior performance of LORD compared to representative data search systems in terms of scalability, overhead, and mobility resilience in a highly dense and mobile network. The results also show the high scalability and mobility-resilience of LORD in an unbalanced wireless network with sparse regions, and the effectiveness of its coloring-based partial replication algorithm."",""1558-2183"","""",""10.1109/TPDS.2013.174"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6560024"",""Data search";wireless networks;geographic routing;topological routing;"distributed hash tables"",""Wireless networks";Routing;Mobile communication;Mobile computing;Publishing;Wireless sensor networks;"Distributed databases"","""",""10"","""",""48"",""OAPA"",""16 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"A Scalable and Modular Architecture for High-Performance Packet Classification,""T. Ganegedara"; W. Jiang;" V. K. Prasanna"",""Department of Electrical Engineering, University of Southern California, Los Angeles, CA, USA"; Xilinx Research Labs, San Jose, CA, USA;" Department of Electrical Engineering, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Apr 2014"",""2014"",""25"",""5"",""1135"",""1144"",""Packet classification is widely used as a core function for various applications in network infrastructure. With increasing demands in throughput, performing wire-speed packet classification has become challenging. Also the performance of today's packet classification solutions depends on the characteristics of rulesets. In this work, we propose a novel modular Bit-Vector (BV) based architecture to perform high-speed packet classification on Field Programmable Gate Array (FPGA). We introduce an algorithm named StrideBV and modularize the BV architecture to achieve better scalability than traditional BV methods. Further, we incorporate range search in our architecture to eliminate ruleset expansion caused by range-to-prefix conversion. The post place-and-route results of our implementation on a state-of-the-art FPGA show that the proposed architecture is able to operate at 100+ Gbps for minimum size packets while supporting large rulesets up to 28 K rules using only the on-chip memory resources. Our solution is ruleset-feature independent , i.e. the above performance can be guaranteed for any ruleset regardless the composition of the ruleset."",""1558-2183"","""",""10.1109/TPDS.2013.261"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6627892"",""Packet classification";firewall;router;network security;FPGA;ASIC;hardware architectures;"networking"",""Pipelines";Field programmable gate arrays;Hardware;Throughput;Memory management;Arrays;"Vectors"","""",""41"","""",""15"",""IEEE"",""10 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
