"A Reservation-Based Extended Transaction Protocol,""W. Zhao"; L. E. Moser;" P. M. Melliar-Smith"",""Department of Electrical and Computer Engineering, Cleveland State University, Cleveland, OH, USA"; Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA;" Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Jan 2008"",""2008"",""19"",""2"",""188"",""203"",""With the advent of the new generation of Internet-based technology, in particular, web services, the automation of business activities that are distributed across multiple enterprises becomes possible. Business activities are different from traditional transactions in that they are typically asynchronous, loosely coupled, and long running. Therefore, extended transaction protocols are needed to coordinate business activities that span multiple enterprises. Existing extended transaction protocols typically rely on compensating transactions to handle exceptional conditions. In this paper, we identify a number of issues with compensation-based extended transaction protocols and describe a reservation-based extended transaction protocol that addresses those issues. Moreover, we define a set of properties, analogous to the ACID properties of traditional transactions that are more appropriate for business activities that span multiple enterprises. In addition, we compare our reservation protocol with other extended transaction protocols for coordinating business activities and present performance analyses and results."",""1558-2183"","""",""10.1109/TPDS.2007.70727"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359420"",""Business Activity";Continuous Availability;Extended Transaction Model;Isolation;Relaxed Atomicity;Reservation Protocol;Transaction Processing;Web Services;Business Activity;Continuous Availability;Extended Transaction Model;Isolation;Relaxed Atomicity;Reservation Protocol;Transaction Processing;"Web Services"",""Protocols";Business;Web services;Transaction databases;Automation;Web and internet services;Availability;Distributed computing;"Performance analysis"","""",""8"",""1"",""33"",""IEEE"",""4 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"A Self-Stabilizing Leader Election Algorithm in Highly Dynamic Ad Hoc Mobile Networks,""A. Derhab";" N. Badache"",""Department of Computer Engineering, Centre de Recherche sur l''Information Scientifique et Technique (CERIST), Algiers, Algeria";" Computer Science Department, University of Sciences and Technology Houari Boumediene, Algiers, Algeria"",""IEEE Transactions on Parallel and Distributed Systems"",""30 May 2008"",""2008"",""19"",""7"",""926"",""939"",""The classical definition of a self-stabilizing algorithm assumes generally that there are no faults in the system long enough for the algorithm to stabilize. Such an assumption cannot be applied to ad hoc mobile networks characterized by their highly dynamic topology. In this paper, we propose a self-stabilizing leader election algorithm that can tolerate multiple concurrent topological changes. By introducing the time-interval-based computation concept, the algorithm ensures that a network partition can within a finite time converge to a legitimate state even if topological changes occur during the convergence time. Our simulation results show that our algorithm can ensure that each node has a leader over 99 percent of the time. We also give an upper bound on the frequency at which network components merge to guarantee the convergence."",""1558-2183"","""",""10.1109/TPDS.2007.70792"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4378365"",""Network topology";Network Protocols;Algorithm/protocol design and analysis;Mobile communication systems;Mobile environments;Fault tolerance;Network topology;Network Protocols;Algorithm/protocol design and analysis;Mobile communication systems;Mobile environments;"Fault tolerance"",""Nominations and elections";Heuristic algorithms;Partitioning algorithms;Network topology;Ad hoc networks;Computer networks;Convergence;Routing;Change detection algorithms;"Computational modeling"","""",""47"","""",""22"",""IEEE"",""30 May 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"A Service-Centric Multicast Architecture and Routing Protocol,""Y. Yang"; J. Wang;" M. Yang"",""Department of Electrical and Computer Engineering, State University of New York, Stony Brook, NY, USA"; East Isle Technologies, Inc., Setauket, NY, USA;" Department of Electrical and Computer Engineering, State University of New York, Stony Brook, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Dec 2007"",""2008"",""19"",""1"",""35"",""51"",""In this paper, we present a new multicast architecture and the corresponding multicast routing protocol for providing efficient and flexible multicast services over the Internet. Traditional multicast protocols construct and update the multicast tree in a distributed manner, which may cause two problems: first, since each node has only local or partial information on the network topology and group membership, it is difficult to build an efficient multicast tree";" second, due to lack of complete information, broadcast is often used for sending control packets and data packets, which consumes a great deal of network bandwidth. In the newly proposed multicast architecture, a few powerful routers, called m-routers, collect multicast-related information and process multicast requests based on the information collected. The m-routers handle most of multicast related tasks, while other routers in the network only need to perform minimum functions for routing. The m-routers are designed to be able to handle simultaneous many-to-many communications efficiently. The new multicast routing protocol, called the Service Centric Multicast Protocol (SCMP), builds a shared multicast tree rooted at the m-router for each group. The multicast tree is computed in the m-router by employing the Delay Constrained Dynamic Multicast (DCDM) algorithm which dynamically builds a delay constrained multicast tree and minimizes the tree cost as well. The physical construction of the multicast tree over the Internet is performed by a special type of self-routing packets in order to minimize the protocol overhead. Our simulation results on NS-2 demonstrate that the new SCMP protocol outperforms other existing protocols and is a promising alternative for providing efficient and flexible multicast services over the Internet."",""1558-2183"","""",""10.1109/TPDS.2007.70711"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359411"",""Multicast";network architecture;routers;routing protocols;multicast routing protocols;servicecentric;many-to-many communications;Multicast;network architecture;routers;routing protocols;multicast routing protocols;servicecentric;"many-to-many communications"",""Multicast protocols";Routing protocols;Web and internet services;Delay;Network topology;Broadcasting;Bandwidth;Heuristic algorithms;Multicast algorithms;"Costs"","""",""28"","""",""35"",""IEEE"",""6 Dec 2007"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"A Token-Based Distributed Group Mutual Exclusion Algorithm with Quorums,""H. Kakugawa"; S. Kamei;" T. Masuzawa"",""Graduate School of Information Science and Technology, Osaka University, Osaka, Japan"; Department of Information Engineering, Hiroshima University, Hiroshima, Japan;" Graduate School of Information Science and Technology, Osaka University, Osaka, Japan"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Jul 2008"",""2008"",""19"",""9"",""1153"",""1166"",""The group mutual exclusion problem is a generalization of mutual exclusion problem such that a set of processes in the same group can enter critical section simultaneously. In this paper, we propose a distributed algorithm for the group mutual exclusion problem in asynchronous message passing distributed systems. Our algorithm is based on tokens, and a process that obtains a token can enter critical section. For reducing message complexity, it uses coterie as a communication structure when a process sends a request messages. Informally, coterie is a set of quorums, each of which is a subset of the process set, and any two quorums share at least one process. The message complexity of our algorithm is O(|Q|) in the worst case, where |Q| is a quorum size that the algorithm adopts. Performance of the proposed algorithm is presented by analysis and discrete event simulation. Especially, the proposed algorithm achieves high concurrency, which is a performance measure for the number of processes that can be in critical section simultaneously."",""1558-2183"","""",""10.1109/TPDS.2008.22"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4445664"",""Distributed systems";Distributed data structures;Mutual exclusion;Synchronization;Distributed systems;Distributed data structures;Mutual exclusion;"Synchronization"",""Concurrent computing";Permission;Algorithm design and analysis;Distributed algorithms;Distributed computing;Message passing;Performance analysis;Discrete event simulation;Particle measurements;"Data structures"","""",""12"","""",""20"",""IEEE"",""2 Feb 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"A Tree-Based Peer-to-Peer Network with Quality Guarantees,""H. -C. Hsiao";" C. -P. He"",""Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan";" Department of Computer Science and Information Engineering, National Cheng Kung University, Tainan, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2008"",""2008"",""19"",""8"",""1099"",""1110"",""Peer-to-peer (P2P) networks often demand scalability, low communication latency among nodes, and low systemwide overhead. For scalability, a node maintains partial states of a P2P network and connects to a few nodes. For fast communication, a P2P network intends to reduce the communication latency between any two nodes as much as possible. With regard to a low systemwide overhead, a P2P network minimizes its traffic in maintaining its performance efficiency and functional correctness. In this paper, we present a novel tree-based P2P network with low communication delay and low systemwide overhead. The merits of our tree-based network include 1) a tree-shaped P2P network, which guarantees that the degree of a node is constant in probability, regardless of the system size (the network diameter in our tree-based network increases logarithmically with an increase in the system size, and in particular, given a physical network with a power-law latency expansion property, we show that the diameter of our tree network is constant), and 2) provable performance guarantees. We evaluate our proposal by a rigorous performance analysis, and we validate this by extensive simulations."",""1558-2183"","""",""10.1109/TPDS.2007.70798"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4378367"",""Distributed networks";Distributed Systems;Multicast;Distributed networks;Distributed Systems;"Multicast"",""Peer to peer computing";Scalability;Streaming media;Performance analysis;Delay estimation;Telecommunication traffic;Delay systems;Proposals;"Analytical models"","""",""8"","""",""38"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"A Two-Hop Solution to Solving Topology Mismatch,""Y. Liu"",""Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2008"",""2008"",""19"",""11"",""1591"",""1600"",""The efficiency of peer-to-peer (P2P) systems is largely dependent on the overlay constructions. Due to the random selection of logical neighbors, there is serious topology mismatch problem between the overlay and the physical topologies in many P2P systems. Such mismatching causes unnecessary query message duplications on both overlay and IP level, as well as increase query response time. In this research, we define the optimal overlay problem, and prove its NP-hardness. To address this issue, we propose a distributed overlay optimization algorithm, THANCS, and evaluate its effectiveness through trace driven simulations. The proposed THANCS has four major strengths. First, it does not need any global knowledge. Second, its optimization convergent speed is fast. Third, it is orthogonal to other types of advanced search approaches. Fourth, it reduces both the traffic cost and the search latency."",""1558-2183"","""",""10.1109/TPDS.2008.24"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4447662"",""Distributed Systems";Distributed applications;Distributed Systems;"Distributed applications"",""Peer to peer computing";Delay;Costs;Network topology;Telecommunication traffic;Traffic control;Control systems;"Internet"","""",""31"","""",""26"",""IEEE"",""8 Feb 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"Accelerating Molecular Dynamics Simulations with Reconfigurable Computers,""R. Scrofano"; M. B. Gokhale; F. Trouw;" V. K. Prasanna"",""Computer Systems Research Department, AeroSpace Corporation, Los Angeles, CA, USA"; Lawrence Livemore National Laboratory, Livermore, CA, USA; Manuel Lujan Jr. Neutron Center, Los Alamos National Laboratory, Los Alamos, NM, USA;" Ming Hsieh Department of Electrical Engineering, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Apr 2008"",""2008"",""19"",""6"",""764"",""778"",""With advances in reconfigurable hardware, especially field-programmable gate arrays (FPGAs), it has become possible to use reconfigurable hardware to accelerate complex applications such as those in scientific computing. There has been a resulting development of reconfigurable computers, that is, computers that have both general-purpose processors and reconfigurable hardware, as well as memory and high-performance interconnection networks. In this paper, we describe the acceleration of molecular dynamics simulations with reconfigurable computers. We evaluate several design alternatives for the implementation of the application on a reconfigurable computer. We show that a single node accelerated with reconfigurable hardware, utilizing fine-grained parallelism in the reconfigurable hardware design, is able to achieve a speedup of about two times over the corresponding software-only simulation. We then parallelize the application and study the effect of acceleration on performance and scalability. Specifically, we study strong scaling, in which the problem size is fixed. We find that the unaccelerated version actually scales better, because it spends more time in computation than the accelerated version does. However, we also find that a cluster of P accelerated nodes gives better performance than a cluster of 2P unaccelerated nodes."",""1558-2183"","""",""10.1109/TPDS.2007.70777"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359457"",""Reconfigurable hardware";Distributed architectures;Physics;Chemistry;Reconfigurable hardware;Distributed architectures;Physics;"Chemistry"",""Acceleration";Computational modeling;Computer simulation;Hardware;Application software;Field programmable gate arrays;Computer networks;Scientific computing;Multiprocessor interconnection networks;"Parallel processing"","""",""29"",""1"",""52"",""IEEE"",""25 Apr 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Adaptive Data Collection Strategies for Lifetime-Constrained Wireless Sensor Networks,""X. Tang";" J. Xu"",""School of Computer Engineering, Nanyang Technological University, Singapore, Singapore";" Department of Computer Science, Hong Kong Baptist University, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Apr 2008"",""2008"",""19"",""6"",""721"",""734"",""Communication is a primary source of energy consumption in wireless sensor networks. Due to resource constraints, the sensor nodes may not have enough energy to report every reading to the base station over a required network lifetime. This paper investigates data collection strategies in lifetime-constrained wireless sensor networks. Our objective is to maximize the accuracy of data collected by the base station over the network lifetime. Instead of sending sensor readings periodically, the relative importance of the readings is considered in data collection: the sensor nodes send data updates to the base station when the new readings differ more substantially from the previous ones. We analyze the optimal update strategy and develop adaptive update strategies for both individual and aggregate data collections. We also present two methods to cope with message losses in wireless transmission. To make full use of the energy budgets, we design an algorithm to allocate the numbers of updates allowed to be sent by the sensor nodes based on their topological relations. Experimental results using real data traces show that, compared with the periodic strategy, adaptive strategies significantly improve the accuracy of data collected by the base station."",""1558-2183"","""",""10.1109/TPDS.2008.27"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4490176"",""data collection";energy efficiency;network lifetime;data accuracy;sensor network;data collection;energy efficiency;network lifetime;data accuracy;"sensor network"",""Wireless sensor networks";Base stations;Sensor phenomena and characterization;Energy consumption;Aggregates;Temperature sensors;Solar radiation;Batteries;Propagation losses;"Algorithm design and analysis"","""",""45"",""2"",""35"",""IEEE"",""25 Apr 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Algorithm-Based Fault Tolerance for Fail-Stop Failures,""Z. Chen";" J. Dongarra"",""Department of Mathematical and Computer Sciences, Colorado Schml of Mines, Golden, CO, USA";" Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville, TN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Nov 2008"",""2008"",""19"",""12"",""1628"",""1641"",""Fail-stop failures in distributed environments are often tolerated by checkpointing or message logging. In this paper, we show that fail-stop process failures in ScaLAPACK matrix-matrix multiplication kennel can be tolerated without checkpointing or message logging. It has been proved in previous algorithm-based fault tolerance that, for matrix-matrix multiplication, the checksum relationship in the input checksum matrices is preserved at the end of the computation no mater which algorithm is chosen. From this checksum relationship in the final computation results, processor miscalculations can be detected, located, and corrected at the end of the computation. However, whether this checksum relationship can be maintained in the middle of the computation or not remains open. In this paper, we first demonstrate that, for many matrix matrix multiplication algorithms, the checksum relationship in the input checksum matrices is not maintained in the middle of the computation. We then prove that, however, for the outer product version algorithm, the checksum relationship in the input checksum matrices can be maintained in the middle of the computation. Based on this checksum relationship maintained in the middle of the computation, we demonstrate that fail-stop process failures (which are often tolerated by checkpointing or message logging) in ScaLAPACK matrix-matrix multiplication can be tolerated without checkpointing or message logging."",""1558-2183"","""",""10.1109/TPDS.2008.58"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4492768"",""Reliability and robustness";Mathematical Software;Parallel algorithms;Reliability and robustness;Mathematical Software;"Parallel algorithms"",""Fault tolerance";Checkpointing;Grid computing;Computer applications;Lifting equipment;Kernel;Fault tolerant systems;Computational modeling;"Redundancy"","""",""73"",""4"",""28"",""IEEE"",""18 Apr 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Algorithms for Fault-Tolerant Topology in Heterogeneous Wireless Sensor Networks,""M. Cardei"; S. Yang;" J. Wu"",""Department of Computer Science and Engineering, Florida Atlantic University, Boca Raton, FL, USA"; Department of Computer Science, Rensselaer Polytechnic Institute, Troy, NY, USA;" Department of Computer Science and Engineering, Florida Atlantic University, Boca Raton, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Mar 2008"",""2008"",""19"",""4"",""545"",""558"",""This paper addresses fault-tolerant topology control in a heterogeneous wireless sensor network consisting of several resource-rich supernodes, used for data relaying, and a large number of energy-constrained wireless sensor nodes. We introduce the k-degree anycast topology control (fc-ATC) problem, with the objective of selecting each sensor's transmission range such that each sensor is k-vertex supernode connected and the total power consumed by sensors is minimized. Such topologies are needed for applications that support sensor data reporting, even in the event of failures of up to k - 1 sensor nodes. We propose three solutions for the k-ATC problem: a k-approximation algorithm, a greedy centralized algorithm that minimizes the maximum transmission range between all sensors, and a distributed and localized algorithm that incrementally adjusts sensors' transmission range such that the k-vertex supernode connectivity requirement is met. Extended simulation results are presented to verify our approaches."",""1558-2183"","""",""10.1109/TPDS.2007.70768"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359448"",""energy efficiency";fault tolerance;heterogeneous wireless sensor networks;topology control;energy efficiency;fault tolerance;heterogeneous wireless sensor networks;"topology control"",""Fault tolerance";Network topology;Wireless sensor networks;Relays;Delay;Transceivers;Computer architecture;Hardware;Communication system control;"Centralized control"","""",""67"","""",""25"",""IEEE"",""3 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Algorithms for Integrated Routing and Scheduling for Aggregating Data from Distributed Resources on a Lambda Grid,""A. Banerjee"; W. -c. Feng; D. Ghosal;" B. Mukherjee"",""Department of Computer Science, University of California Davis, Davis, CA, USA"; Department of Computer Science, Virginia Tech Transportation Institute, Blacksburg, VA, USA; Department of Computer Science, University of California Davis, Davis, CA, USA;" Department of Computer Science, University of California Davis, Davis, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Dec 2007"",""2008"",""19"",""1"",""24"",""34"",""In many e-science applications, there exists an important need to aggregate information from data repositories distributed around the world. In an effort to better link these resources in a unified manner, many lambda-grid networks, which provide end-to-end dedicated optical-circuit-switched connections, have been investigated. In this context, we consider the problem of aggregating files from distributed databases at a (grid) computing node over a lambda grid. The challenge is (1) to identify routes (that is, circuits) in the lambda-grid network, along which files should be transmitted, and (2) to schedule the transfers of these files over their respective circuits. To address this challenge, we propose a hybrid approach that combines offline and online scheduling. We define the Time-Path Scheduling Problem (TPSP) for offline scheduling. We prove that TPSP is NP-complete, develop a Mixed Integer Linear Program (MILP) formulation for TPSP, and then propose a greedy approach to solve TPSP because the MILP does not scale well. We compare the performance of the greedy approach on a few representative lambda-grid network topologies. One key input to the offline schedule is the file transfer time. Due to dynamics at the receiving end host, which is hard to model precisely, the actual file transfer time may vary. We first propose a model for estimating the file transfer time. Then, we propose online reconfiguration algorithms so that as files are transferred, the offline schedule may be modified online, depending on the amount of time that it actually took to transfer the file. This helps in reducing the total time to transfer all the files, which is an important metric. To demonstrate the effectiveness of our approach, we present results on an emulated lambda-grid network testbed."",""1558-2183"","""",""10.1109/TPDS.2007.1112"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359400"",""lambda grid";circuit switching;routing;scheduling;large scale data transfers;lambda grid;circuit switching;routing;scheduling;"large scale data transfers"",""Scheduling algorithm";Routing;Circuits;Aggregates;Optical fiber networks;Distributed databases;Distributed computing;Grid computing;Processor scheduling;"Network topology"","""",""24"","""",""27"",""IEEE"",""6 Dec 2007"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
